שם חברה,תאור של ארגון רכש,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,"מס' פנייה במנו""ף/מנור""",סיבת פטור,הזמנה רגישה
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501130622,הזמנת פריטים שונים,11-24-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3081.47,ILS,0,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501130926,"שירותי לווין ליחידות הרשות, רכישה מחב' YES",11-25-15,10-31-16,0040001490,"די.בי.אס. שרותי לווין (1998) בע""מ",19999.98,ILS,1420.36,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110101,שיא כוח אדם,4501130943,קידום מקצועי לעובד,11-25-15,,0040372766,העמותה לקידום מודעות חברתית ולהעשרת,24324.61,ILS,24324.61,אחר,עמותה למודעות חברתית,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110101,שיא כוח אדם,4501130954,קידום מקצועי לעובד,11-25-15,,0040005263,אגודת בית ההנדסאי והטכנאי,402,ILS,402,אחר,אגודת בית ההנדסאי והטכנאי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501131054,"שירותי לווין ליחידות הרשות, רכישה מחב' HOT",11-25-15,10-31-16,0040011045,"הוט - מערכות תקשורת בע""מ",9999.99,ILS,3051.53,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501131251,הזמנת מסכים לצורכי הרשות,11-25-15,05-20-16,0040001608,"חיון מחשבים בע""מ",2677.49,ILS,0,תקנה 14ב - מכרז מרכזי,541738,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501131696,שירות תיקון למגרסות,11-26-15,,0040001278,"מ.ס. מצג סחר 1990 בע""מ",3510,ILS,0,תקנה 1ב - מכרז פומבי רגיל,99,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501131756,פינוי באמבולנס לעובדת מטה הרשות,11-26-15,,0020000234,מ. א. מטה בנימין,617,ILS,617,פטור ממכרז,פינוי באמבולנס לעובדת מטה הרשות,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501131935,גלילי נייר תרמי עבור לשכות האוכלוסין,11-26-15,12-31-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",11115,ILS,0,פטור ממכרז,551459,תקנה 3ג - מימוש זכות ברירה,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501132178,ציוד משקי עבור לשכת פתח תקוה,11-29-15,12-31-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1439.1,ILS,0,פטור ממכרז,551459,תקנה 3ג - מימוש זכות ברירה,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501132288,ציוד משרדי עבור לשכת הרצליה,11-29-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",55.23,ILS,0,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501132392,ציוד משרדי,11-29-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",369.67,ILS,0,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501132407,ציוד משרדי,11-29-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1054.29,ILS,379.31,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501132526,שני ימי עיון,11-29-15,12-31-16,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",7029.21,ILS,0,תקנה 14ב - מכרז מרכזי,הזמנה,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501132673,חניות עבור עובדי הגנזך,11-29-15,,0040007226,"בית השנהב - חניונים בע""מ",20343.96,ILS,0,פטור ממכרז,"ועדת פטור חשכ""ל",תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501133309,מכרז משקי,11-30-15,12-31-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1354.86,ILS,468,פטור ממכרז,551459,תקנה 3ג - מימוש זכות ברירה,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501134052,כיבוד לטובת יום הדרכת עובדים בלשכת עכו,12-01-15,,0040289306,"שמיאב בע""מ",781.27,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501135202,רכישת מסכי LED עבור לשכת הר חומה (גילה לשעבר),12-02-15,06-10-16,0040015936,"יניר מערכות בע""מ",8715.81,ILS,0,תקנה 14ב - מכרז מרכזי,528914,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501135235,ציוד משקי,12-02-15,12-31-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",6945.12,ILS,1387.68,פטור ממכרז,551459,תקנה 3ג - מימוש זכות ברירה,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501135247,ציוד משקי,12-02-15,12-31-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1613.45,ILS,0,פטור ממכרז,551459,תקנה 3ג - מימוש זכות ברירה,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501135258,ציוד משקי,12-02-15,12-31-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",916.13,ILS,0,תקנה 1ב - מכרז פומבי רגיל,551459,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110101,שיא כוח אדם,4501135293,קידום מקצועי לעובד,12-02-15,,0040003622,העמותה לקידום מקצועי וחברתי של עובד,230750.57,ILS,230750.57,אחר,עמותה לקידום מקצועי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501135621,"מכשיר לטיהור מים, תמי 4 עבור לשכת הר חומה",12-02-15,07-31-18,0040386641,"שטראוס מים בע""מ",5360.46,ILS,0,תקנה 14ב - מכרז מרכזי,535400,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501135793,מתקן קולר מים קרים עבור לשכת הר חומה (גילה לשעבר),12-02-15,08-31-16,0040386641,"שטראוס מים בע""מ",4398.01,ILS,0,תקנה 14ב - מכרז מרכזי,535400,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501136138,עבודות אחזקה,12-03-15,,0041044507,לוי אודלי,9477,ILS,9477,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501136154,שירותי מיזוג,12-03-15,,0040355171,אסרף יצחק,6037.2,ILS,6037.2,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501136165,עבודות אחזקה,12-03-15,,0040355171,אסרף יצחק,7868.25,ILS,7868.25,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501136269,"הזמנת שרותי כ""א",12-03-15,06-30-16,0040004770,"בזק בינלאומי בע""מ",219655.8,ILS,0,תקנה 14ב - מכרז מרכזי,537977,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501137110,רכישת שעוני נוכחות ליחידות רשות האוכלוסין,12-06-15,07-31-16,0040004521,"סינאל מלל פייוויי בע""מ",17103.7,ILS,0,תקנה 14ב - מכרז מרכזי,553419,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501137396,ריהוט עבור לשכת אשקלון,12-06-15,10-12-17,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",18139.61,ILS,0,תקנה 14ב - מכרז מרכזי,559541,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501137518,ריהוט עבור לשכת הר חומה,12-06-15,10-12-17,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",82711.45,ILS,0,תקנה 14ב - מכרז מרכזי,559541,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501137566,רדיאטורים ומפזרי חום עבור לשכת בית שמש,12-06-15,12-31-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",766.35,ILS,0,פטור ממכרז,551459,תקנה 3ג - מימוש זכות ברירה,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501137572,קורס מקצועי,12-06-15,,0010000020,משרד ראש הממשלה,3600,ILS,3600,התקשרות עם גופים ממשלתיים,הזמנה,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501137759,קורס מקצועי,12-06-15,,0010000020,משרד ראש הממשלה,3600,ILS,3600,התקשרות עם גופים ממשלתיים,הזמנה,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501137968,אימון ירי נשק ארגוני,12-06-15,,0040284296,"מ.א. רוי בע""מ",31473,ILS,0,פטור ממכרז,99,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501138328,תחזוקת חשמל,12-07-15,,0040485238,"באזא פרויקטים בע""מ",15210,ILS,0,תקנה 14ב - מכרז מרכזי,516564,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501138328,תחזוקת חשמל,12-07-15,,0040485238,"באזא פרויקטים בע""מ",28934.1,ILS,0,תקנה 14ב - מכרז מרכזי,516564,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501138353,תחזוקת שבר כללי,12-07-15,,0040004819,"כהן ינון בע""מ",5850,ILS,0,תקנה 14ב - מכרז מרכזי,516564,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501138409,כלי וחומרי עבודה,12-07-15,12-31-16,0040004702,"ראש (רמי, אריה, ששון) חשמל בע""מ",1725.18,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501138492,תקשורת,12-07-15,,0040011446,ידיעות מינויים,7245.12,ILS,0,פטור ממכרז,ידיעות,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501138509,תקשורת,12-07-15,,0040001037,"הוצאת עתון הארץ בע""מ",847.17,ILS,0,פטור ממכרז,עיתון,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501138565,כלי עבודה,12-07-15,,0041069712,"רז מחסן ברזל בע""מ",3942.9,ILS,3942.9,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501139267,טונרים לענף המומחים,12-08-15,06-10-16,0040004286,"אלפא מסופים ומדפסות בע""מ",618.80999999999995,ILS,618.80999999999995,תקנה 14ב - מכרז מרכזי,537980,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501139279,תקשורת,12-08-15,,0040141164,"חדשות 10 בע""מ",2975.54,ILS,0,פטור ממכרז,ערוץ 10,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501139574,קורס מקצועי,12-08-15,,0010000020,משרד ראש הממשלה,1800,ILS,900,התקשרות עם גופים ממשלתיים,הזמנה,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501139671,ספורט,12-08-15,,0040189770,"כנפי משק תור בע""מ",54798.12,ILS,0,פטור ממכרז,מחוזיאדה,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501139690,סדנאות לעובדי הרשות,12-08-15,,0040305191,וייסבורט עינת,49725,ILS,0,פטור ממכרז,הזמנה,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501139896,הזמנת קראי כרטסי אשראי (שפתיים),12-08-15,,0041054506,"אש ומים תוכנה ופרויקטים בע""מ",14508,ILS,0,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501140452,נסיעה לחול שושנה שטראוס-לשכה משפטית,12-09-15,,0050000297,"""MINISTRY OF FOREIGN AFFAIRS VIA BA",570,USD,0,התקשרות עם גופים ממשלתיים,נסיעה לחול,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501140828,הזמנת קראי כרטסים חכמים,12-09-15,,0040009306,"קומסיין בע""מ",4914,ILS,0,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501140929,ציוד משרדי עבור לשכת ראש העין,12-09-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",323.39,ILS,0,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501140976,מיגון עמדות תורים לשכות הרשות,12-09-15,,0040018643,ג'י. אס הייטס תעשיות בטיחות די.סי.א,49198.5,ILS,0,פטור ממכרז,99,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501140993,שירות שנתי למגרסות בלשכות הרשות,12-09-15,09-27-16,0040001278,"מ.ס. מצג סחר 1990 בע""מ",26949.78,ILS,0,פטור ממכרז,570214,תקנה 3ג - מימוש זכות ברירה,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501141475,טסט קליני לקביעת התאמה ביטחונית,12-10-15,,0041342131,גל יהודה הרץ,9020.7000000000007,ILS,0,פטור ממכרז,99,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110211,מערכת רישום ביקורת,4501142253,"הקמת נקודות תקשורת ""בחדר מחשב בינת""",12-13-15,,0040514141,"מגלקום בע""מ",64424.88,ILS,0,תקנה 14ב - מכרז מרכזי,516787,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501142504,ציוד משקי,12-13-15,,0040451319,יצחקוב ניסים,2913.3,ILS,241.07,פטור ממכרז,9999,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110101,שיא כוח אדם,4501142516,קידום מקצועי לעובד,12-13-15,,0040003622,העמותה לקידום מקצועי וחברתי של עובד,50310.99,ILS,50310.99,אחר,עמותה לקידום מקצועי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501142719,הזמנת טונרים לצורכי הרשות,12-13-15,05-31-19,0040001244,"דנגוט מחשבים בע""מ",213174,ILS,0,תקנה 14ב - מכרז מרכזי,537981,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130126,תפעול ביקורת גבולות,4501143023,טיסות,12-14-15,,0041003244,משרד סוכנות/האוצר נסיעות ממשלתית,450000,ILS,255666.35,התקשרות עם גופים ממשלתיים,אין מספר מנוף,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110110,פעולות הנהלה,4501143029,טיסות,12-14-15,12-31-15,0041003244,משרד סוכנות/האוצר נסיעות ממשלתית,100000,ILS,74868.84,התקשרות עם גופים ממשלתיים,9999,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501143192,עבור חיובים שוטפים לשנת 2015.,12-14-15,,0010000020,משרד ראש הממשלה,376814,ILS,376814,התקשרות עם גופים ממשלתיים,98,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501143232,וועדה רפואית,12-14-15,,0010000086,משרד הבריאות,1500,ILS,1500,פטור ממכרז,וועדה רפואית.,תקנה 3(22) - התקשרות למינוי מומחים רפואיים ועדות או ועדות לק,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110101,שיא כוח אדם,4501143253,קידום מקצועי לעובד,12-14-15,,0040372766,העמותה לקידום מודעות חברתית ולהעשרת,260451.25,ILS,260451.25,אחר,עמותה לקידום מקצועי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501143256,השתלמויות משפטנים,12-14-15,,0010000029,משרד המשפטים,80000,ILS,0,התקשרות עם גופים ממשלתיים,הזמנה,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501143307,אירוח וכיבוד לכנס מקצועי,12-14-15,,0040158741,"מקום. ערכים ויוזמות - אדם בנוף בע""מ",7041.06,ILS,6205.68,תקנה 14ב - מכרז מרכזי,553647,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501143341,ציוד משרדי,12-14-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",8855.7800000000007,ILS,6522.09,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501143468,שירותי ניקיון ללשכת רהט לשנת 2016,12-14-15,,0020000106,עירית רהט,12744,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501143716,ביטוח,12-15-15,12-31-15,0040003393,"ענבל חברה לביטוח בע""מ",400000,ILS,313717.74,פטור ממכרז,9999,תקנה 3(5) - חברה ממשלתית,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501143775,כיבוד לכנס מקצועי,12-15-15,12-31-16,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",2165.0500000000002,ILS,0,תקנה 14ב - מכרז מרכזי,560652,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110110,פעולות הנהלה,4501143809,תקשורת,12-15-15,,0041376005,אלפסי אהוד דוד,14391,ILS,0,פטור ממכרז,צילום וידאו,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110110,פעולות הנהלה,4501143823,תקשורת,12-15-15,,0040925103,גבאי עמיחי יעקב,14812.2,ILS,0,פטור ממכרז,צילום וידאו,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501143952,חלוקת שי לנשים ברשות האוכלוסין,12-15-15,,0040304107,"תפוזנט - פתרונות לשיווק ופירסום בע""",49221.9,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501144031,ביצוע שינויים ותוספות בנושא הביטחון בלשכת הר חומה,12-15-15,,0041069514,אשכנזי אסולין  בלוי,38025,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501144068,כיבוד לקורס מסלול קידום,12-15-15,12-31-16,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",24532.38,ILS,0,תקנה 14ב - מכרז מרכזי,560652,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501144336,כיבוד לקורס,12-15-15,12-31-16,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",9710.06,ILS,0,תקנה 14ב - מכרז מרכזי,560652,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501144446,שי לעובדים הגברים ליום השיויון בין המינים,12-15-15,,0040373049,"רעיונית בע""מ",28548,ILS,0,פטור ממכרז,1,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501144461,תחזוקת מעליות ספרים המותקנות בלשכות ירושלים וחולון,12-15-15,,0040005126,"אלקטרה בע""מ",10530,ILS,5265,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501144624,שירותי חניה חודשיים עבור עובדי וועדת ההשגה 2016,12-16-15,12-31-16,0040410142,"פאר התאומים ירושלים (1994) בע""מ",99003.06,ILS,0,פטור ממכרז,573451,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501144701,"חניות עבור עובדי מת""ש, ירושלים",12-16-15,12-31-16,0040192703,"ימית א. בטחון (1998) בע""מ",986097.06,ILS,13633,פטור ממכרז,573451,תקנה 3(14א)(א) - זכויות במקרקעין-מיקום מיוחד או תכונה ייחודי,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501144730,"חניות עבור עובדי יח' ארבל, ירושלים",12-16-15,12-31-16,0041001684,"בנית אחזקות בע""מ",126360,ILS,0,פטור ממכרז,573451,תקנה 3(14א)(א) - זכויות במקרקעין-מיקום מיוחד או תכונה ייחודי,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501145143,תנורים למדפסת סמסונג,12-16-15,07-31-16,0040001247,"הראל טכנולוגיות מידע בע""מ",4479.8100000000004,ILS,0,תקנה 14ב - מכרז מרכזי,543274,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501145168,כיבוד לסדנאות ליום שיויון בן המינים,12-16-15,12-31-16,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",7428.33,ILS,0,תקנה 14ב - מכרז מרכזי,560652,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501145219,טונרים ותוף ללקס מרק,12-16-15,05-31-19,0041097839,"גטר גרופ בע""מ",34737.370000000003,ILS,0,תקנה 14ב - מכרז מרכזי,537981,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501145328,תגבור שירות אבטחה קריית ממשלה באר שבע,12-16-15,,0040007161,"אשמורת ניהול נכסים בע""מ",172747.18,ILS,0,תקנה 14ב - מכרז מרכזי,99,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501145642,כנס הנהלה מורחב תוכניות עבודה,12-17-15,,0040209330,מלון שלום (נווה אילן),19188,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501145694,כיבוד לסדנאות ליום שיויון בן המינים,12-17-15,12-31-16,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",4330.49,ILS,0,תקנה 14ב - מכרז מרכזי,560652,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501145855,מדפסות וטונרים,12-17-15,07-31-16,0040001247,"הראל טכנולוגיות מידע בע""מ",29320.55,ILS,0,תקנה 14ב - מכרז מרכזי,543274,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501145857,ציוד משרדי עבור לשכת מעלה אדומים,12-17-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",629.46,ILS,0,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501145890,מחשבים נייחים,12-17-15,12-23-15,0040001247,"הראל טכנולוגיות מידע בע""מ",110632.86,ILS,0,תקנה 14ב - מכרז מרכזי,553417,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501146674,הענקת שי,12-20-15,,0040180079,"י. לזר - השי בע""מ",49842,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501147270,חניות עבור עובדי לשכת ירושלים,12-21-15,12-31-16,0040005356,"א.מ. חניות (ירושלים) (1993) בע""מ",417690,ILS,0,פטור ממכרז,573451,תקנה 3(14א)(א) - זכויות במקרקעין-מיקום מיוחד או תכונה ייחודי,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501147321,"חניות עבור עובדי מטה רשות האוכלוסין ""מגדל העיר""",12-21-15,12-31-16,0040003496,"כלכלית ירושלים בע""מ",605404.80000000005,ILS,54161.64,פטור ממכרז,573451,תקנה 3(14א)(א) - זכויות במקרקעין-מיקום מיוחד או תכונה ייחודי,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501147342,חניות טרמינל 3,12-21-15,02-17-16,0040192703,"ימית א. בטחון (1998) בע""מ",227448,ILS,0,פטור ממכרז,574180,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501147342,חניות טרמינל 3,12-21-15,02-17-16,0040192703,"ימית א. בטחון (1998) בע""מ",82368,ILS,0,פטור ממכרז,574180,תקנה 3(29) - ספק יחיד,לא
