שם חברה,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,סיבת פטור,"מס' פנייה במנו""ף/מנור""",הזמנה רגישה
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501122162,תעודות הוקרה,11-09-15,,0040004338,"דפוס ציון בע""מ",292.5,ILS,292.5,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501123326,הזמנת מסגרת קרגלים מחוז מרכז,11-10-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2211.3000000000002,ILS,619.16,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501122906,"נייר עבור המסלול המקוצר, רבעון ד' 2015",11-10-15,12-10-15,0040001212,"שחר - מוצרי נייר בע""מ",6171.98,ILS,6171.98,תקנה 14ב - מכרז מרכזי,,521424,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501124082,"ריענון מנב""טים",11-11-15,,0040004841,"זד.די.פם. המכללה לבטחון ואבטחה בע""מ",1521,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501124640,אוטובוס לכנס מצטיינים 2015 - בחיפה,11-12-15,11-26-15,0040010480,"מסיעי אריה שאשא בע""מ",2127.9499999999998,ILS,2127.9499999999998,תקנה 14ב - מכרז מרכזי,,537423,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501124402,טלביזיה בכבלים - מטה,11-12-15,11-07-17,0040011045,"הוט - מערכות תקשורת בע""מ",7605,ILS,592.20000000000005,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",9999,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501124187,"מדפסות סמסונג עבור אכלוס הוצל""פ חיפה החדש",11-12-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",2974.37,ILS,0,תקנה 14ב - מכרז מרכזי,,543274,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501124209,"מדפסות סמסונג עבור אכלוס הוצל""פ חיפה החדש",11-12-15,,0040001244,"דנגוט מחשבים בע""מ",2621.37,ILS,0,תקנה 14ב - מכרז מרכזי,,543274,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501124157,מחשבים נייחים תצורה 1.2,11-12-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",22126.57,ILS,0,תקנה 14ב - מכרז מרכזי,,553417,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501124263,"רכישת מסכים למחשב סמסונג 19"" הוצל""פ חיפה החדש",11-12-15,,0040001608,"חיון מחשבים בע""מ",16257.97,ILS,0,תקנה 14ב - מכרז מרכזי,,541738,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501124353,שירותי ייעוץ פסיכולוגי,11-12-15,,0040143501,"אשחר, ארגון שרותי חברה ורווחה בע""מ",6360.12,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501125139,אגרת כלי יריה,11-15-15,,0010000188,המשרד לבטחון פנים,480,ILS,480,התקשרות עם גופים ממשלתיים,,משרד ממשלתי,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501125274,"ציוד משרדי כ""ס, רבעון ד' 2015",11-15-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",315.89999999999998,ILS,0,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501126857,הפחתת ארנונה לשכת צפת חברת איידע,11-17-15,,0010000025,משרד האוצר,10000,ILS,0,התקשרות עם גופים ממשלתיים,,משרד ממשלתי,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501126883,קרגלים מחוז צפון,11-17-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4422.6000000000004,ILS,2211.3000000000002,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501128176,ארון פח חוות שרתים הר חוצבים,11-19-15,,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",999.18,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501128186,הכשרת עובדים,11-19-15,,0040005255,"לשכת טכנולוגיית המידע בישראל ע""ש של",380,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501128378,"עבודות נגישות בלשכת פ""ת",11-19-15,12-31-15,0040819382,"עוגן נדל""ן מניב בע""מ",4071,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501129298,מטווח עבור קבטים רשות האכיפה והגבייה,11-22-15,,0040376424,"קליבר 3 בע""מ",2035.8,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501128709,סלי אבלים,11-22-15,,0040554248,"שופר סל בע""מ ראשון לציון",9764.82,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501129824,מנוי לעיתון גלובס לשנת 2016,11-23-15,,0040001158,"גלובס פבלישר עתונות (1983) בע""מ",2234.04,ILS,2062.96,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501129810,מנוי לעיתון הארץ לשנת 2016,11-23-15,,0040001037,"הוצאת עתון הארץ בע""מ",8015.86,ILS,5222.88,תקנה 14ב - מכרז מרכזי,,הסכם מסגרת,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501129792,מנוי לעיתון ידיעות אחרונות לשנת 2016,11-23-15,,0040011446,ידיעות מינויים,10291.32,ILS,0,תקנה 14ב - מכרז מרכזי,,הסכם מסגרת,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501129585,עיצוב תחתיות לכוסות שתיה - קמפיין א. מידע,11-23-15,,0040962478,דייץ אליהו,400,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550111,פעולות,4501129904,"עיקולים מג""ק",11-23-15,12-31-16,0040012051,"אס.בי. שרותי עזר משפטיים בע""מ",2467155.02,ILS,123457.62,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,?,לא
רשות האכיפה והגבייה,08550111,פעולות,4501129905,"עיקולים מג""ק",11-23-15,12-31-16,0040011935,"ביצורית בע""מ",2018980.08,ILS,195495.84,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,?,לא
רשות האכיפה והגבייה,08550111,פעולות,4501129906,"עיקולים מג""ק",11-23-15,12-31-16,0040125542,כהן אליהו,582199.02,ILS,31861,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,?,לא
רשות האכיפה והגבייה,08550111,פעולות,4501129907,"עיקולים מג""ק",11-23-15,12-31-16,0040011919,"א. ט. - שרותים משפטיים בע""מ",2467155.02,ILS,127886.78,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,?,לא
רשות האכיפה והגבייה,08550111,פעולות,4501129910,"עיקולים מג""ק",11-23-15,12-31-16,0040012153,"ביטי שירותים משפטיים בע""מ",1002527.96,ILS,39354.949999999997,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,?,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501131434,ציוד היקפי למחשבים,11-26-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",806.55,ILS,0,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501131502,ציוד מולטימדיה מ.ג.ק הר חוצבים - חדר דיונים ק-3,11-26-15,,0040328129,"ד.מ. (3000) הנדסה בע""מ",38705,ILS,0,תקנה 14ב - מכרז מרכזי,,528914,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501131456,ציוד מולטימדיה מ.ג.ק הר חוצבים - חדר הדרכה,11-26-15,,0040328129,"ד.מ. (3000) הנדסה בע""מ",11495.84,ILS,0,תקנה 14ב - מכרז מרכזי,,528914,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501131474,ציוד מולטימדיה מ.ג.ק הר חוצבים - לובי קומה 3,11-26-15,,0040328129,"ד.מ. (3000) הנדסה בע""מ",11520.58,ILS,0,תקנה 14ב - מכרז מרכזי,,528914,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501131522,ציוד מולטימדיה מנהלת הגבייה - חדר דיונים ק-1,11-26-15,,0040328129,"ד.מ. (3000) הנדסה בע""מ",16529.86,ILS,0,תקנה 14ב - מכרז מרכזי,,528914,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501133004,רכישת צגי מחשב BENQ גודל 21.5 ללא רמקולים,11-29-15,,0041097839,"גטר גרופ בע""מ",4521.58,ILS,0,תקנה 14ב - מכרז מרכזי,,541738,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501133258,חיוג מקוצר למרכז המידע של רשות האכיפה,11-30-15,12-31-16,0040296920,"ניימבר בע""מ",23727.599999999999,ILS,5931.9,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501133314,"מכונת גריסה ללשכת ת""א",11-30-15,,0040001278,"מ.ס. מצג סחר 1990 בע""מ",1045.98,ILS,1045.98,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501133432,רכישה והתקנת תוכנת SAS - תוכנה לחישובים סטטיסטיים,11-30-15,,0040004290,"מ.י.ה. מחשבים בע""מ",228052.52,ILS,0,פטור ממכרז,תקנה 3(29) - ספק יחיד,553933,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501133732,תמיכה ותחזוקה ציוד תקשורת אקטיבית 2016,11-30-15,12-31-16,0040001108,"בינת תקשורת מחשבים בע""מ",340877.16,ILS,0,תקנה 14ב - מכרז מרכזי,,537968,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501134251,אימון קט רגל,12-01-15,,0041376871,מועלם דורון,26639.85,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501134550,השלמת ריהוט רד תקשות,12-01-15,,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",11837.45,ILS,10530.41,תקנה 14ב - מכרז מרכזי,,537946,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501134485,"כבאית ראשל""צ 17/9/2015",12-01-15,,0010000467,הרשות הלאומית לכבאות והצלה,249,ILS,249,אחר,,,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501134882,כיבוד,12-01-15,,0041332982,רז הילה קופיקס כפר סבא,899.26,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501134943,"ערכת קב""ט ניידת עבור רשם מאויים",12-01-15,,0040005144,ג'י פור אס טכנולוגיות מיגון (ישראל),23844.6,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501134895,ציוד משרדי מחלקת רשמים,12-01-15,01-01-16,0040376726,ברגר מיכאל,1111.5,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",521424,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501134528,"רכישת רישיונות סאפ ""כבדים""",12-01-15,12-31-16,0040001567,"סאפ ישראל בע""מ",128276.46,ILS,0,תקנה 14ב - מכרז מרכזי,,549484,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501134832,"שירותי חקירות כלכליות ומאגרי מידע עבור גב""ק",12-01-15,,0040006936,"דן אנד ברדסטריט (ישראל) בע""מ",49725,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501134873,תלי דלת קמפיין אבטחת מידע,12-01-15,,0040537734,אהרוני דודי,1965.6,ILS,1965.6,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501135549,"מידוף הוצל""פ חיפה",12-02-15,,0040003695,"חוליות פתרונות אחסון בע""מ",16433.14,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501135574,"סופגניות לחנוכה- מחוז ת""א 2015",12-02-15,,0040006126,"נאמן קונדיטוריה וקפה בע""מ",512.92999999999995,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501135504,תחקיר בטחוני מחלקת בטחון,12-02-15,,0040199851,אולמן יצחק,1074.06,ILS,1074.06,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501135305,"תשלום חד פעמי להתקנת מרכזיית טלפונים הוצל""פ חיפה",12-02-15,,0040004770,"בזק בינלאומי בע""מ",16965,ILS,0,תקנה 14ב - מכרז מרכזי,,537984,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501136191,חוזה תחזוקה לשרתים ומוצרי אחסון לשנת 2016,12-03-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",200652.66,ILS,0,תקנה 14ב - מכרז מרכזי,,537979,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501136335,"מכונות לספירת שטרות עבור לשכות הוצל""פ פריסה ארצית",12-03-15,,0041100932,זאנדברג שלמה,6783.92,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501136749,קורס מנהל אבטחה,12-03-15,,0040018098,"המכללה לחינוך גופני ולספורט ע""ש זינ",8100,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501136759,קורס נאמני בטיחות,12-03-15,,0040003641,אי. אל. די. אדוונסד לוגיסטיקס דוולו,6786,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501136316,שכירת ת.ד. מחוז צפון לשנת 2016,12-03-15,,0040187510,"חברת דואר ישראל בע""מ-שליחויות",1558.48,ILS,1558.44,פטור ממכרז,תקנה 3(29) - ספק יחיד,572054,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501136272,"שכירת ת.ד. מטה+ת""א+אילת לשנת 2016",12-03-15,,0040187510,"חברת דואר ישראל בע""מ-שליחויות",556.11,ILS,556.11,פטור ממכרז,תקנה 3(29) - ספק יחיד,572054,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501136290,שכירת ת.ד. מינהל גבייה 2016,12-03-15,,0040187510,"חברת דואר ישראל בע""מ-שליחויות",194.81,ILS,194.81,פטור ממכרז,תקנה 3(29) - ספק יחיד,572054,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501136307,שכירת ת.ד. עבור יחידות הרשות,12-03-15,,0040187510,"חברת דואר ישראל בע""מ-שליחויות",1363.67,ILS,0,פטור ממכרז,תקנה 3(29) - ספק יחיד,572054,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501137502,מאמן טניס שולחן 2015-2016,12-06-15,,0040000124,"אופק - מינהל קהילתי גילה (ע""ר)",2250,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501137047,"סופגניות חנוכה 2015- מטה+גב""ק+הוצל""פ ירושלים",12-06-15,,0040937713,"קפה הבירה בע""מ",1001.05,ILS,519.61,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501138172,בדיקת קרינה אלקטרומגנטית עפולה,12-07-15,,0040231218,"גלית החברה לאיכות הסביבה בע""מ",994.5,ILS,994.5,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501138932,הרצאה להשתלמות רשמים,12-07-15,,0041375412,אילון אורון-חברת עורכי דין,2340,ILS,2340,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550111,פעולות,4501138645,כונסי נכסים,12-07-15,12-31-16,0040014508,עמיר דורון,6614.01,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,541444,לא
רשות האכיפה והגבייה,08550111,פעולות,4501138652,כונסי נכסים,12-07-15,12-31-16,0040199006,"חן, פישר, משרד עורכי דין (2002)",6614.01,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,541444,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501138105,מוניות למרצים חטיבת רשמים,12-07-15,,0040228339,"בון תור בע""מ",476,ILS,0,תקנה 14ב - מכרז מרכזי,,537423,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501138144,מוניות למרצים חטיבת רשמים,12-07-15,,0040010480,"מסיעי אריה שאשא בע""מ",480.2,ILS,0,תקנה 14ב - מכרז מרכזי,,537423,לא
רשות האכיפה והגבייה,08550111,פעולות,4501138623,עיקולים אילת,12-07-15,01-31-17,0040011615,פריינט אורית,7674,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501138287,צ'קים לכלים שלובים,12-07-15,,0040189595,"חברת דואר ישראל בע""מ-עמלות",25972.83,ILS,0,תקנה 14ב - מכרז מרכזי,,98,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501139373,אגרת שילוט,12-08-15,,0020000014,עירית אשדוד,1016.5,ILS,0,פטור ממכרז,תקנה 3(16) - רשות מקומית,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501139381,אגרת שילוט,12-08-15,,0020000229,עירית אשקלון,1500,ILS,0,פטור ממכרז,תקנה 3(16) - רשות מקומית,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501139404,אגרת שילוט,12-08-15,,0020000227,עירית כפר סבא,1500,ILS,0,פטור ממכרז,תקנה 3(16) - רשות מקומית,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501139410,אגרת שילוט,12-08-15,,0020000233,עירית נתניה,1500,ILS,0,פטור ממכרז,תקנה 3(16) - רשות מקומית,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501139423,אגרת שילוט,12-08-15,,0020000244,עירית צפת,1500,ILS,0,פטור ממכרז,תקנה 3(16) - רשות מקומית,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501139428,אגרת שילוט,12-08-15,,0020000247,עירית ראשון לציון,1312.6,ILS,0,פטור ממכרז,תקנה 3(16) - רשות מקומית,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501139744,דיו למכונות ביול ללשכות 2016,12-08-15,,0040001278,"מ.ס. מצג סחר 1990 בע""מ",22538.880000000001,ILS,0,פטור ממכרז,תקנה 3(29) - ספק יחיד,569496,לא
רשות האכיפה והגבייה,08550111,פעולות,4501139059,כונסי נכסים,12-08-15,12-31-16,0040174119,גדעון פנר משרד עורכי דין,6614.01,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,541444,לא
רשות האכיפה והגבייה,08550111,פעולות,4501139823,כונסי נכסים,12-08-15,12-31-16,0040196545,"שינדלהים כהן ושות'-עו""",6614.01,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,541444,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501139489,מתכלים למכונות ביול 2016,12-08-15,,0041049139,"אי.או.אס פתרונות משרד מתקדמים בע""מ",26065.26,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501139575,שירותי סליקה בנקאיים,12-08-15,,0040005131,"מרכז סליקה בנקאי בע""מ",13999.05,ILS,986.99,פטור ממכרז,תקנה 3(29) - ספק יחיד,571463,לא
רשות האכיפה והגבייה,08550111,פעולות,4501140515,איתורים 2016,12-09-15,,0040543503,מנסור עומר,3360,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550111,פעולות,4501140533,איתורים 2016,12-09-15,,0040543566,אבו ראס הנאדי,4275.68,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550111,פעולות,4501140541,איתורים 2016,12-09-15,,0040543569,ח'לאילה יאסר,9995.32,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550111,פעולות,4501140542,איתורים 2016,12-09-15,,0040562074,עבד אל עזיז עדנאן,9995.32,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550111,פעולות,4501140550,איתורים 2016,12-09-15,,0040011752,כריים ואיל,18618.75,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550111,פעולות,4501140559,איתורים 2016,12-09-15,,0041130439,מסארווה אחמד,19962.650000000001,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550111,פעולות,4501140572,איתורים 2016,12-09-15,12-31-15,0040013863,כרז שלום,7559.49,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501140594,"ציוד משרדי מג""ק, רבעון ד' 2015",12-09-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",226.28,ILS,226.28,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501141500,השתלמויות רשמים 2016,12-10-15,05-31-16,0040281541,"אורטל תיירות ונופש בע""מ",111053.06,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,565127,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501141353,התקנה של קו IPVPN לטובת רשת עדכון,12-10-15,,0010000020,משרד ראש הממשלה,16868,ILS,0,אחר,,משרד ממשלתי,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501141398,חניה סלולרית 2016,12-10-15,12-31-16,0040404317,"סלופארק טכנולוגיות בע""מ",2808,ILS,151.13,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550111,פעולות,4501141158,עמלות אשראי 2016,12-10-15,,0040006972,"פועלים אקספרס בע""מ",51480,ILS,0,אחר,,,לא
רשות האכיפה והגבייה,08550111,פעולות,4501141165,עמלות אשראי 2016,12-10-15,,0040006959,"כרטיסי אשראי לישראל בע""מ",228150,ILS,0,אחר,,,לא
רשות האכיפה והגבייה,08550111,פעולות,4501141167,עמלות אשראי 2016,12-10-15,,0040001107,ישראכרט בעמ,292500,ILS,0,אחר,,,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501141298,רכישת מקרן לחדר הדרכה מרכז לגביית קנסות,12-10-15,,0040372751,"אי.וי. קום בע""מ",3179.83,ILS,0,תקנה 14ב - מכרז מרכזי,,528914,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501141266,תשלומי מים 2016,12-10-15,12-31-16,0040139427,מרכז עירוני ניהול ואחזקה (אילת) 990,750,ILS,0,פטור ממכרז,תקנה 3(16) - רשות מקומית,תאגיד מקומי,לא
רשות האכיפה והגבייה,08550111,פעולות,4501142192,כונסי נכסים,12-13-15,12-31-16,0040012842,בודה שרגא,6614.01,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,541444,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501142212,ענבל ביטוחים,12-13-15,,0040003393,"ענבל חברה לביטוח בע""מ",111391.56,ILS,0,פטור ממכרז,תקנה 3(5) - חברה ממשלתית,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501142514,שירותי ביול 2016,12-13-15,,0040184020,"חברת דואר ישראל בע""מ",1404000,ILS,0,פטור ממכרז,תקנה 3(29) - ספק יחיד,572054,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501143428,הדפסת תמונות מטקס עובדים מצטיינים 2015,12-14-15,,0040006933,פוטו פריזמה בעמ,1141.94,ILS,1141.93,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501143060,כנס מבקרים פנימיים,12-14-15,,0040004300,"אנשים ומחשבים(הפקות) בע""מ",2100.0300000000002,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501143360,ממונה אנרגיה 2016,12-14-15,,0040159616,"גדיר הנדסה בע""מ",39733.199999999997,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501144358,גניזה רבעון א'+ב' 2016,12-15-15,,0040143508,בית גנזים - שרותי גניזה מרכזיים (95,538200,ILS,0,תקנה 14ב - מכרז מרכזי,,511607,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501145009,הסעות להפקדת כספים מחוז מרכז 2016,12-16-15,04-30-16,0040228339,"בון תור בע""מ",70251.64,ILS,8495.36,תקנה 14ב - מכרז מרכזי,,537423,לא
