שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים"
2014,C0018110140,"הדרכה, מחקרים, ועדות",16490,
2014,C0018110166,מתחמי סחר עירוניים -,4000,
2014,C0018110169,מענקים ביטחוניים לאור,10000,
2014,C0018110171,מענק בטחוני למועצות,20000,
2014,C0018900102,רזרבה לעמידה ביעד,3550,
2014,C0019400102,מרכזי מחקר ופיתוח בקו,18500,
2014,C0019400103,תמיכה במרכזי המחקר,9134,
2014,C0019400104,תמיכה במחקר ופיתוח,4200,
2014,C0019400106,פעילות במימון קרן,6000,
2014,C0019400107,ניהול תוכנית מחקר,682,
2014,C0019400204,עתודה להקמת תשתיות,22162,
2014,C0019400205,תכנית מחקרים על שם,2000,
2014,C0019400207,פעילות במימון גורמי,27381,
2014,C0019400302,חברות בארגונים,18800,
2014,C0019400303,"השתתפות בתכנית המו""פ",130000,
2014,C0019400403,השתתפות בלשכה המרכזית,1838,
2014,C0019410205,הדרכה השתלמויות ושכר,400,
2014,C0019410206,השתתפות במינהל הרכב,3018,
2014,C0019410208,השתתפות במינהל הדיור,4480,
2014,C0019410211,השתתפות במשרד השיכון,3000,
2014,C0019420202,השתתפות משרד ראש,-2400,
2014,C0019420216,מוסיקה ותזמורות -,92926,
2014,C0019420222,"ספרות, כתבי עת ומפעלי",18042,
2014,C0019420226,פסטיבלים לתרבות,19594,
2014,C0019420227,החלטות ממשלה מורשת,3104,
2014,C0019420230,קרן לעזרת סופרים,970,
2014,C0019420236,בתי ספר לאומנות -,38218,
2014,C0019420237,מוזיאונים - אזרחים,5066,
2014,C0019420240,זכויות יוצרים לקלטות -,2910,
2014,C0019420253,מרכז למורשת יהדות,7000,
2014,C0019420254,תמיכה ברבנים רפורמים,46,
2014,C0019430101,עידוד פעולות ספורט של,21708,
2014,C0019430102,גביע אירופה לקבוצות -,994,
2014,C0019430103,מרכזי מחקר ופיתוח,20000,
2014,C0019430104,פעולות ספורט עממיות -,1516,
2014,C0019430114,התאחדויות ספורט בבתי,7842,
2014,C0019440101,רזרבה להתייקרויות,31634,
2014,C0019440201,רזרבה לעמידה בכלל,1688,
2014,C0020210243,השתתפות נציגי המשרד,138,
2014,C0020210341,השתתפות במשרד האוצר,104,
2014,C0020210345,רכישת שירותים לחישובי,18200,
2014,C0020210347,קנית שרותי חוץ,4550,
2014,C0020210442,"השתתפות במשרד רוה""מ -",1800,
2014,C0020210443,קרן וולף- החזרי הוצאות,588,
2014,C0020210519,הסכם בתי ספר תוכנות,20996,
2014,C0020210558,"ציוד ענ""א (עיבוד",362,
2014,C0020210845,פעולות ופרסומי הועד,200,
2014,C0020210847,דמי חבר באונסקו,2884,
2014,C0020210850,כנסים בינלאומיים ארוח,816,
2014,C0020210875,בקרת קורסים המקנים,3116,
2014,C0020210941,התאמת מערכת החינוך,250294,
2014,C0020211140,"העצמה רוחנית בחמ""ד",10100,
2014,C0020211141,תמיכות מינהל החינוך,3078,
2014,C0020211142,פעולות החינוך הדתי -,4220,
2014,C0020211151,חוגים לתורה שבעל-פה,4520,
2014,C0020211153,רבנים במוסדות חינוך על,7010,
2014,C0020211155,כיתות וחוגים תורניים,3048,
2014,C0020211163,פרויקטים בפריפריה -,1972,
2014,C0020211164,שעות תגבור בגרות,29886,
2014,C0020211241,פעולות שונות במערכת,578,
2014,C0020211243,רכישות ופעולות שונות,1674,
2014,C0020211247,פעולות ויוזמות חינוכיות,2180,
2014,C0020211441,הקצבות לחינוך ותרבות,12000,
2014,C0020211445,הוצאות מינהליות לטיפול,12,
2014,C0020211601,פעולות הרשות הארצית,90388,
2014,C0020211703,השתתפות במשרד המדע -,3600,
2014,C0020212046,רזרבה לעמידה ביעד,118142,
2014,C0020220103,ייעודה לכח אדם,9368,
2014,C0020220104,ייעודה לבלתי צמיתה,210,
2014,C0020220105,ייעודה לשעות,396,
2014,C0020220106,ייעודה לשעות העסקה,420,
2014,C0020220107,ייעודה לשכר עידוד,2322,
2014,C0020220108,ייעודה לרכב,2468,
2014,C0020220123,מפקחים בפקוח והנחיה,389628,
2014,C0020220147,עדכון מערכות שכר עידוד,1286,
2014,C0020220163,עבודה בלתי צמיתה,240,
2014,C0020220167,מענק כספי חד פעמי,22418,
2014,C0020220179,רכישת שירותים בחברת,222,
2014,C0020220355,פעולות בשתוף עם ועד,8406,
2014,C0020220367,פרסום מכרזים בעיתונות-,264,
2014,C0020220443,"רכישת ציוד ענ""א (עיבוד",1338,
2014,C0020220449,"שרותי דאר, גניזה,",12532,
2014,C0020220451,"אחזקה, תפעול ואירגון",69286,
2014,C0020220461,בטוח תלמידים ורכוש,51518,
2014,C0020220462,רכבי איגום ורכבים,5986,
2014,C0020220465,"רכב-רכישות, השכרות,",1422,
2014,C0020220471,פעולות הממונה למעמד,1560,
2014,C0020220472,חיובי אוצר לעמלות,1734,
2014,C0020220475,שרותי תקשורת-טלפונים,13210,
2014,C0020220647,השתתתפות בשמירת מוסדות,19172,
2014,C0020220649,פעולות אבטחה וציוד,56176,
2014,C0020220654,השתתפות במשרד לבטחון,1300,
2014,C0020220657,השתתפות במשרד לבטחון,40,
2014,C0020230140,השתתפות בפעולות ועד,91514,
2014,C0020230142,שי למורים שאינם עובדי,18208,
2014,C0020230145,דמי שתיה לעובדי הוראה,17268,
2014,C0020230153,השתתפות בדמי חבר,58174,
2014,C0020230155,קרן לקידום מקצועי של,68082,
2014,C0020230157,השתתפות בקרן רווחה,22502,
2014,C0020230255,פעולות עם מורים,5738,
2014,C0020230259,פעולות אגף בכיר לכח,1112,
2014,C0020230267,הוצאות הגנה משפטית,11200,
2014,C0020230343,"השתתפות בשכר דירה,",53878,
2014,C0020230533,סמינרים - שכר מורים -,224586,
2014,C0020230534,התמחות וכניסה להוראה,76634,
2014,C0020230535,השלמת שכר לימוד,120184,
2014,C0020230543,השתתפות בהוצאות מנהליות,53102,
2014,C0020230551,קורסים להכשרת מורים,1804,
2014,C0020230641,הלוואות מותנות לתלמידים,37308,
2014,C0020230741,"מנהלי מרפדי""ם",36352,
2014,C0020230748,מרכזים פדגוגים -,1948,
2014,C0020230849,הכשרת מורים בחינוך,868,
2014,C0020230855,השתתפות בדמי רישום,10674,
2014,C0020230858,פעולות השתלמות של,3966,
2014,C0020230871,דיור הכשרה והשתלמויות,12480,
2014,C0020231041,תכנית לפיתוח מנהלי,442,
2014,C0020231043,קרן השתלמות מורים,93150,
2014,C0020231045,מענקי השתלמות (4825),239174,
2014,C0020231051,הוצאות נסיעה למורים,1792,
2014,C0020231144,המכון למנהיגות בית,30182,
2014,C0020240141,תכנית חומש לקידום,26274,
2014,C0020240145,מוסדות חינוך יסודיים,140,
2014,C0020240151,תכניות פדגוגיות במגזר,954,
2014,C0020240153,בדואים דרום - החלטת,2484,
2014,C0020240249,פעילות ויוזמות בילדים,15344,
2014,C0020240251,פעולות מרכזיות בישובים,10,
2014,C0020240259,מעורבות סטודנטים ביום,10550,
2014,C0020240263,רווחה - העלאת אחוז,22968,
2014,C0020240529,יד בן צבי- פעולות,2328,
2014,C0020240543,מרכז תוכניות לימודים-,12092,
2014,C0020240553,הפעלת שעות לזהירות,57752,
2014,C0020240554,השתתפות הרשות הלאומית,-36000,
2014,C0020240555,פעילויות בנושא שוויון,3578,
2014,C0020240561,פעולות ופרוייקטים,169458,
2014,C0020240574,מרכז למחקר הוראה והצגת,2372,
2014,C0020240576,תוכנית לימודים לחינוך,22258,
2014,C0020240591,פעולות האגף הבכיר,10420,
2014,C0020240592,חיזוק לימודי יסוד,20000,
2014,C0020240598,קידום פרוייקטים במערכת,47770,
2014,C0020240843,אחזקת תחנות פסיכולוגיות,543790,
2014,C0020240849,השתתפות מרכז טפול,122,
2014,C0020240870,הכשרה ותגמול של רכזים,13152,
2014,C0020240871,ועדות התאמה לליקויי,20822,
2014,C0020240875,השתתפות במשרד הבריאות,1558,
2014,C0020241045,המגזר הבדואי בפזורה,35356,
2014,C0020241141,מורות מתנדבות,223920,
2014,C0020241143,"מורים ומורות בצה""ל",60338,
2014,C0020241412,"פרויקט ""עתידים"" לעידוד",10736,
2014,C0020241415,מתנדבים לשנת,36084,
2014,C0020241417,הפעלת קבוצת מחנכים,4076,
2014,C0020241419,פעילות התנדבותית למען,1094,
2014,C0020241421,הפעלת מתנדבים במערכת,1030,
2014,C0020241425,מורשת כוחות המגן,1006,
2014,C0020241427,מסע ישראלי-רכישות,16488,
2014,C0020241430,"מדריכי של""ח (שדה,",132290,
2014,C0020241438,נוער בוחר ערך,16948,
2014,C0020241447,תנועות נוער - השתתפות,170186,
2014,C0020241448,פעולות עם נוער בסיכון-,10100,
2014,C0020241450,המסע לפולין-רכישות,4140,
2014,C0020241456,קידום נוער-רשויות,8216,
2014,C0020241457,התכנית הלאומית לילדים,1400,
2014,C0020241459,מוסדות ציבור בתחומי,10714,
2014,C0020241460,מכינות אופק- נוער,6868,
2014,C0020241463,מוסדות צבור בתחומי,4920,
2014,C0020241484,פעולות מנהל הנוער -,36508,
2014,C0020241490,יד בן צבי- סיורים,1002,
2014,C0020241494,שעות לימוד לבתי ספר על,6486,
2014,C0020241495,"פעולות של""ח (שדה,",29894,
2014,C0020241630,אולפנים ואולפניות-,134770,
2014,C0020241639,פעולות האגף לחינוך,12810,
2014,C0020241649,פעולות חינוך מבוגרים,7890,
2014,C0020241650,השתתפות משרד ראש,-540,
2014,C0020241659,תמיכה במוסדות לחינוך,208,
2014,C0020241681,הקדמת פרישת מורים,19318,
2014,C0020241756,תוכנית החומש למגזר,16098,
2014,C0020241761,פעולות ויוזמות בקליטת,11104,
2014,C0020241763,פעולות בקליטת עליה,982,
2014,C0020241765,קליטת עולים יוצאי,24338,
2014,C0020241771,"תוכנית חפציב""ה (חינוך",12238,
2014,C0020241911,פעולות אגף מדעים,444,
2014,C0020241913,הוראת המדעים-הקצבות,4048,
2014,C0020241921,פעולות האגף למדעי,648,
2014,C0020241923,פעולות בנושא תרבות,9076,
2014,C0020241925,הוראת המקצועות במדעי,7608,
2014,C0020241927,פעולות המטה לחינוך,3776,
2014,C0020241933,הוראת השפות,28130,
2014,C0020241941,פעולות האגף לאמנויות,590,
2014,C0020241943,הוראת מקצועות,404,
2014,C0020241945,מרחבים מוזיקליים-,2856,
2014,C0020241951,פעולות אגף מורשת,1814,
2014,C0020241953,הוראת מקצועות המורשת-,8660,
2014,C0020241955,התחדשות יהודית,20000,
2014,C0020241961,פעולות האגף לאוכלוסיות,202,
2014,C0020241963,הוראת מקצועות,202,
2014,C0020241971,פעולות האגף לפיתוח,404,
2014,C0020241981,עידוד יוזמות פדגוגיות-,1010,
2014,C0020241983,פעולות המזכירות,8762,
2014,C0020250547,פעולות האגף לחינוך,3168,
2014,C0020251030,שילוב ילדי גן גילאי,74764,
2014,C0020251031,גננות עובדות מדינה,4161676,
2014,C0020251032,גני ילדים חינוך מיוחד,269492,
2014,C0020251041,השתתפות בשכר עוזרות,995074,
2014,C0020251047,הפעלת יום חינוך,54292,
2014,C0020251049,חודש לימודים נוסף בגני,1178,
2014,C0020251070,גמול ליווי טיולים בגני,9560,
2014,C0020251141,"שכל""מ גני טרום חובה",5696426,
2014,C0020251151,חקירות ובקרה על הגבייה,242,
2014,C0020260241,מועדוניות משפחתיות,142070,
2014,C0020260244,"הנחיה, הדרכה, השמה",11426,
2014,C0020260245,מעקב אחרי ביקור סדיר של,131184,
2014,C0020260541,מיזמים משותפים במערכת,106110,
2014,C0020260563,מדריכים מוסיקליים,18454,
2014,C0020260576,פעולות המזכירות,2020,
2014,C0020260577,פעולות האגף לחינוך,21690,
2014,C0020260592,חינוך יהודי בתפוצות -,1122,
2014,C0020260941,עובדי מינהל שרתים,1977516,
2014,C0020260955,סל תלמיד עולה מאתיופיה,12160,
2014,C0020260957,סל תלמיד עולה - רשויות,40410,
2014,C0020260963,אגרת שרותים נוספים -,192620,
2014,C0020260965,תמיכה ברשויות מרוחקות,1744,
2014,C0020260979,הזנת תלמידים-מימון חלק,344502,
2014,C0020261129,שעות מילוי מקום,225668,
2014,C0020261130,שעות תקן,13759994,
2014,C0020261137,שעות נוספות באופק חדש,442944,
2014,C0020261141,שעות הדרכה,424808,
2014,C0020261145,"ספריות בתי""ס",1602,
2014,C0020261146,שכר מורים בבתי ספר,5450,
2014,C0020261149,הוצאות נסיעה למורים,45428,
2014,C0020261165,הפעלת שעות הוראה,248426,
2014,C0020261168,השתתפות הכנסת בהדרכת,-708,
2014,C0020261203,שירותים נלווים פארא,265184,
2014,C0020261204,"שח""מ (שירותי חינוך",1106,
2014,C0020261205,שרותים רפואיים,36558,
2014,C0020261227,גמול ליווי טיולים,1116,
2014,C0020261230,"שעות תקן חנ""מ מוסדות",80682,
2014,C0020261231,חינוך מיוחד יסודי תקן,3710858,
2014,C0020261232,"חינוך מיוחד בחט""ב",524726,
2014,C0020261233,חופשות חינוך מיוחד,9466,
2014,C0020261237,שלוב ילדים בחינוך הרגיל,1805828,
2014,C0020261241,"שעות תקן חנ""מ מוסדות",538640,
2014,C0020261245,חופשות חינוך מיוחד,77152,
2014,C0020261246,השתתפות המשרד העבודה,2648,
2014,C0020261249,ציוד מיוחד לחינוך,8988,
2014,C0020261250,רכישת עזרים,1420,
2014,C0020261256,ליווי הסעות בחינוך,275806,
2014,C0020261261,פעולות העשרה לתלמידים,4142,
2014,C0020261265,שעורי עזר לתלמידים,45822,
2014,C0020261266,סיוע לתלמידים מרותקים,42902,
2014,C0020261271,סייעות טיפוליות,1399900,
2014,C0020261274,חופשות חינוך מיוחד,167410,
2014,C0020261277,תשלומים לחברי ועדות,2732,
2014,C0020261293,מרכזי תמיכה אזוריים -,23186,
2014,C0020261295,מרכזי תמיכה אזוריים,70124,
2014,C0020261297,הזנה במסגרת יום חינוך,49654,
2014,C0020261298,השתתפות במשרד העבודה,20202,
2014,C0020261299,אספקת שירותים רפואיים,71406,
2014,C0020261542,טיפול בילדים מחוננים -,14420,
2014,C0020261547,מרכזי העשרה למחוננים,1710,
2014,C0020261553,פעולות עם תלמידים,2012,
2014,C0020261908,מסגרת לימוד אחר הצהרים,67900,
2014,C0020261909,השתתפות במשרד לבטחון,13400,
2014,C0020261910,מסגרות לימוד אחר,216220,
2014,C0020261913,"מענק יוח""א (יום חינוך",45156,
2014,C0020261915,הזנת צהרי יום -,315140,
2014,C0020261917,רשויות צהרי יום לימודי,152380,
2014,C0020270330,שעות תקן בסיסי,6467516,
2014,C0020270332,"שעות תקן בסיסי חט""ב-",42220,
2014,C0020270446,שרותי היקף,974784,
2014,C0020270535,מרכזי הדרכה לתלמידים,4674,
2014,C0020270536,השתתפות הכנסת בהדרכת,-300,
2014,C0020270547,שעורי עזר לעולים - על,102270,
2014,C0020270548,אולפן לעולים בחטיבה,4642,
2014,C0020270550,יוזמות ופרוייקטים,4562,
2014,C0020270574,"יוזמות פדגוגיות לעי""ס",1724,
2014,C0020270599,בקרת התקן- בקרות על,1634,
2014,C0020270628,הצטיידות מדעים-רשויות,3578,
2014,C0020270629,הצטיידות ופרוייקטים,7988,
2014,C0020270637,שדרות ויישובי הנגב,7172,
2014,C0020270640,טיפול נקודתי - לוד -,41428,
2014,C0020270642,הצטיידות מעבדות,1540,
2014,C0020270645,תמיכה במעבדות,644,
2014,C0020270650,פרויקטים של המינהל למדע,32540,
2014,C0020270651,תחרויות ואולימפיאדות,1416,
2014,C0020270667,תמיכה ברשתות החינוך,42874,
2014,C0020270675,פעילות התנסות מדעית,5404,
2014,C0020270676,תמיכה בדיגיטציה של,6114,
2014,C0020270683,"פרוייקט ניסויי טו""ב",13976,
2014,C0020270841,מרכזי נוער הפעלה ואחזקה,43626,
2014,C0020270921,חוק חינוך חובה חינם,38892,
2014,C0020270925,צמצום מספר התלמידים,18604,
2014,C0020270930,מרכזי נוער ומפתנים,322700,
2014,C0020270937,גמול ליווי טיולים,2844,
2014,C0020270940,הקדמת פרישת מורים,31946,
2014,C0020270941,שכר לימוד לחטיבה עליונה,11942110,
2014,C0020270946,הנחיית עבודות גמר -,8266,
2014,C0020270951,סייעות טיפוליות בחינוך,17834,
2014,C0020270952,רזרבה לשכר מורים בעל,168944,
2014,C0020270953,קריות לחינוך ומחקר,20164,
2014,C0020270956,שכר לימוד למסגרות נוער,62800,
2014,C0020270964,שיפוי בעלויות בגין,103882,
2014,C0020270980,"קידום בותק על יסודי,",68960,
2014,C0020270992,שילוב בחטיבה העליונה -,37408,
2014,C0020270994,תגבור מדעים ומתמטיקה 3,30744,
2014,C0020271020,השתתפות משרד העבודה,-4880,
2014,C0020271026,העסקת עובדים בבחינות,402248,
2014,C0020271243,השתתפות במכינות קדם,17274,
2014,C0020271244,פעולות המינהל לכח אדם,304,
2014,C0020271256,פנימיות קדם צבאיות -,108570,
2014,C0020271257,השתתפות משרד הביטחון,-56000,
2014,C0020271543,נוער מחונן בחינוך העל,12176,
2014,C0020271646,פעולות בחינוך העל,9968,
2014,C0020271649,מורים עולים בעל-יסודי,9668,
2014,C0020280101,האגף לחינוך התישבותי,58684,
2014,C0020280102,"בי""ס ממשלתים - שיא כח",35252,
2014,C0020280121,עדכון מערכות שכר עידוד,282,
2014,C0020280123,בתי ספר ממשלתיים -,880,
2014,C0020280127,בתי ספר ממשלתיים -,21654,
2014,C0020280171,קניית שירותים - מינהל,2292,
2014,C0020280301,פעולות מטה ייעוץ,1678,
2014,C0020280357,השתתפות בפעולות ועד,642,
2014,C0020280359,השתתפות במשרד האוצר -,40,
2014,C0020280360,שירותי מחשוב ורכישת,5664,
2014,C0020280435,השתתפות המשרד הראשי,25592,
2014,C0020280441,אחזקת תלמידי נעלה,67514,
2014,C0020280444,קציני ביקור בפנימיות,5906,
2014,C0020280446,עובדים סוציאלים,8608,
2014,C0020280447,השתתפות בפעולות,3938,
2014,C0020280449,השתתפות ושיפוצים בחברות,1218,
2014,C0020280451,בתי ספר מודרכים,146866,
2014,C0020280454,פעולות חינוך והדרכה,6726,
2014,C0020280462,הפעלת הנוער לחינוך,8272,
2014,C0020280463,מסגרות חינוך לילדים,112430,
2014,C0020280465,אחזקת תלמידים ופעולות,369098,
2014,C0020280482,הוצאות שמירה ובטחון,60678,
2014,C0020280483,בטיחות במוסדות,9922,
2014,C0020280540,השתתפות המשרד הראשי,9300,
2014,C0020280545,20 שרתים 11 מזכירים,10412,
2014,C0020280546,סל תלמיד בחטיבות,128886,
2014,C0020280619,הסכם בתי ספר תוכנות,1000,
2014,C0020280630,חטיבות הביניים שכר,815652,
2014,C0020280631,"שכר מורים חט""ב חינוך",148916,
2014,C0020280640,השתתפות המשרד הראשי,29114,
2014,C0020280645,דמי שתיה לעובדי הוראה,1122,
2014,C0020280666,תלמידים עולים חינוך,26556,
2014,C0020280670,גמול ליווי טיולים,8552,
2014,C0020280840,השתתפות המשרד הראשי,2830,
2014,C0020281170,השתתפות משרד החינוך,-184050,
2014,C0020281171,"הוראה, שכר מורים",129394,
2014,C0020281740,השתתפות המשרד הראשי,850,
2014,C0020281747,פעולות נוער,508,
2014,C0020281748,עידוד יוזמות פדגוגיות,376,
2014,C0020281757,הכשרת מורים ומדריכים,8,
2014,C0020281762,מחשוב חינוך טכנולוגי,3014,
2014,C0020281765,"חממות, חקלאות בבתי ספר",2234,
2014,C0020281766,השתתפות המשרד לבטחון,-1838,
2014,C0020281768,פעולות לקידום המשק,1838,
2014,C0020281771,הוראת המקצועות,2720,
2014,C0020281940,השתתפות המשרד הראשי,1256,
2014,C0020281943,פעולות טיפוח ושיעורי,2412,
2014,C0020281949,השתתפות במתנסים במועצות,3436,
2014,C0020282040,השתתפות המשרד הראשי,115108,
2014,C0020282045,שכר לימוד לחטיבה,2069628,
2014,C0020282047,רכב מנהלים בבתי ספר על,2388,
2014,C0020282051,תמיכה בבתי ספר,75986,
2014,C0020282057,הפעלת בחינות בחינוך,3500,
2014,C0020282061,העסקת מורים בחוזים,18676,
2014,C0020282064,שיפוי בעלויות בגין,13856,
2014,C0020282073,מורים עולים על -יסודי,3318,
2014,C0020290839,שלוב ילדים בחינוך,106470,
2014,C0020290841,מינהל החינוך העצמאי,7836,
2014,C0020290842,מנהל החינוך העצמאי -,22496,
2014,C0020290845,שעות הוראה חינוך עצמאי,1682384,
2014,C0020290846,תשלומי גמלאות בחינוך,240000,
2014,C0020290853,פעולות מיוחדות בחינוך,77744,
2014,C0020290855,קליטת עליה בחינוך,424,
2014,C0020290941,תמיכה וליווי טיולים,403294,
2014,C0020290949,שלוב ילדים בחינוך,11928,
2014,C0020290957,פעולות האגף לחינוך,662,
2014,C0020291045,מוסדות חינוך מוכר,202,
2014,C0020291047,שלוב ילדים בחינוך,95510,
2014,C0020291070,גמול ליווי טיולים,5280,
2014,C0020291501,"מינהל, שרתים ומזכירים",14220,
2014,C0020291503,שעות הוראה מעיין,919432,
2014,C0020291504,פעולות מעין החינוך,21810,
2014,C0020291513,פעולות מיוחדות במעיין,51954,
2014,C0020291514,השתתפות משרד החינוך,-51954,
2014,C0020291539,שלוב ילדים בחינוך,37746,
2014,C0020300345,"תמיכה ברכישת ספרי תנ""ך",246,
2014,C0020300351,שכר דירה לחדרי לימוד,22022,
2014,C0020300353,שכר דירה לחדרי לימוד,5336,
2014,C0020300443,פעולות המינהל לפיתוח,3990,
2014,C0020300541,רכישת אוטובוסים למועצות,53660,
2014,C0020300559,הסעות לחינוך מוכר,26322,
2014,C0020300701,מענקים לשיפוצים בכפרי,8170,
2014,C0020300902,הצטיידות ורכש לטלויזיה,2318,
2014,C0020301110,מענקים לשיפוצים במוסדות,640,
2014,C0020301111,מענקים לשיפוצים,386,
2014,C0020301112,מענקים לשיפוצים,9202,
2014,C0020312051,המועצה להשכלה גבוהה,808,
2014,C0020312203,שעורי תורה ותרבות,35062,
2014,C0020312245,מפעלי לימוד בסיסי,3540,
2014,C0020312251,מרכזים להעמקת החינוך,13872,
2014,C0020312258,מדרשות ליהדות וללימודי,16126,
2014,C0020312274,הנצחת רבנים ראשיים -,276,
2014,C0020312277,פרסי שר החינוך לתרבות,154,
2014,C0020320247,ציוד ומכשירים לפעולות,276,
2014,C0020320249,רכישות לארועי ספורט,838,
2014,C0020320256,חוגי ספורט ולימוד שחיה-,470,
2014,C0020330107,פעולות משותפות עם,226,
2014,C0020330207,הפעלה חינוכית קורסים,50,
2014,C0020330349,אגרות תדרים והוצאות,39018,
2014,C0020330454,השתתפות במשרד,384,
2014,C0020330457,השתתפות במנהל הרכב בגין,702,
2014,C0020380402,השתתפות משרד הביטחון,-56000,
2014,C0020381215,פעולות הגף למוסדות,5908,
2014,C0021100101,השתתפות בתקציב מנהל,88380,
2014,C0021100102,השתתפות בלשכה המרכזית,6040,
2014,C0021110101,השתתפות בתקציב המוסדות,14996962,
2014,C0021110102,השתתפות בתקציב הפיתוח,185000,
2014,C0021110104,"תכנית תל""מ",84000,
2014,C0021110107,רזרבה לסיכום רב שנתי,397224,
2014,C0021110302,"השתתפות בתכנית המו""פ",660000,
2014,C0023010102,עבודה ארעית (חודשי,3594,
2014,C0023010111,יעודת כוח אדם להעברת,7282,
2014,C0023011004,"פעולות מחקר, ניהול ידע",4990,
2014,C0023011005,"מינהל, משק ודת במוסדות",2868,
2014,C0023011007,ארנונה - משרדים,26658,
2014,C0023011020,תשלום פסקי דין,1800,
2014,C0023011021,השתתפות יחידות המשרד,-1800,
2014,C0023011022,תשלום על חשבון פסקי,200,
2014,C0023011034,פעילויות לעובדים,1738,
2014,C0023011036,הדרכה השתלמות ומענקי,3222,
2014,C0023011205,מחשוב ומערכות מידע,94476,
2014,C0023011207,תאום חשבונות עם,1856,
2014,C0023011215,השתתפות במשרד האוצר -,2716,
2014,C0023012615,"הכשרה והפעלת בי""ס",4814,
2014,C0023012617,השתתפות יחידות המשרד,-6000,
2014,C0023012618,קורסים להכשרת עובדים,6000,
2014,C0023013202,שירות לאומי (913),18792,
2014,C0023013203,תמיכה למרכזים לעזרה,108,
2014,C0023013207,חברות בארגוני רווחה,290,
2014,C0023061801,קניית שרותי איבחון,19384,
2014,C0023061802,קניית שרותי העסקת,113524,
2014,C0023061808,תשלום שוטף בגין הסכם,10100,
2014,C0023061810,איבחון מקצועי לתובעי,4438,
2014,C0023062104,החזקת נכים בפנימיות,569830,
2014,C0023062109,טיפול אישי סעודי לנכים,13315,
2014,C0023062201,רצף תעסוקתי לבעלי,109981,
2014,C0023062202,שילוב ילדים במסגרות,14774,
2014,C0023062209,מסגרות יום לילדים,36604,
2014,C0023062211,מעונות יום שיקומיים,315340,
2014,C0023062214,"קייטנות, נופשונים",13739,
2014,C0023062216,החזרי מס על רכב רפואי-,318,
2014,C0023062219,השתתפות במשרד הבריאות,1264,
2014,C0023062221,שיקום נכים בקהילה,24116,
2014,C0023062223,השתתפות משרד החינוך,-2648,
2014,C0023062227,שרותים לחרשים,30649,
2014,C0023062236,תוכניות פנאי לנכים,5500,
2014,C0023062248,השתתפות בשיחות טלפון -,56982,
2014,C0023066212,"מועדונים, מרכז רב",15265,
2014,C0023066214,החזרי מיסים וסבסוד,8046,
2014,C0023066241,השתתפות בהחזקת ילדים,12319,
2014,C0023066243,"שיקום תפקודי, זכויות",19632,
2014,C0023068002,עבודה ארעית (חודשי,312,
2014,C0023068103,"הוצאות תפעול, שרותים",9608,
2014,C0023085541,מעונות יום אימוניים,5536,
2014,C0023085542,מעונות יום טפוליים,249319,
2014,C0023085543,שרותים תומכים בקהילה,70078,
2014,C0023085547,מפעלי עבודה שיקומיים (,129086,
2014,C0023085641,סידור אנשים עם מוגבלות,2008450,
2014,C0023085687,השתתפות בקרן שיפוצים,7344,
2014,C0023085688,קניית שירותים - תרבות,69000,
2014,C0023087105,תשלום לחניכים וקניית,4702,
2014,C0023088005,החזקת אוטיסטים במסגרות,313906,
2014,C0023088089,קניית שירותים - תרבות,6000,
2014,C0023088104,פעולות קהילתיות לטיפול,66853,
2014,C0023090202,רזרבה להתייקרויות,52424,
2014,C0023090213,יעודה לוויסות שעות,7052,
2014,C0023101341,השתתפות בשכר עובדי,1037572,
2014,C0023101343,ייעוץ ארגוני-לשכות,10000,
2014,C0023101347,ניהול מערכות כוח אדם,1022,
2014,C0023101350,עובדים סוציאלים לטיפול,20000,
2014,C0023101351,השתתפות משרד החינוך,-19934,
2014,C0023101380,השתתפות במשרד הבריאות,1864,
2014,C0023101381,ניהול מערכות עובדים,106012,
2014,C0023101442,הפעלת חוק העובדים,11022,
2014,C0023102509,מקלט לקורבנות סחר בבני,8120,
2014,C0023102510,מקלטים לנשים מוכות (14,41749,
2014,C0023102511,השתתפות במשרד הבריאות,480,
2014,C0023102512,מענקים לנשים היוצאות,5000,
2014,C0023102541,סיוע מיוחד למשפחות,103534,
2014,C0023102550,תמיכה בבתי האכלה,10,
2014,C0023102604,טיפול ותיפעול תוכניות,24144,
2014,C0023102607,תפעול יחידות הסיוע שליד,8178,
2014,C0023102609,מרכזים למניעת אלימות,46710,
2014,C0023102611,תוכניות תעסוקה פרט,21296,
2014,C0023102643,השתתפות במשרד הבריאות,568,
2014,C0023102686,השתתפות במשרד הבריאות,400,
2014,C0023102697,השתתפות במשרד המשפטים,1000,
2014,C0023102698,מרכז סיוע לבני משפחתם,3464,
2014,C0023103840,תכנית לאומית לילדים,113114,
2014,C0023103841,השתתפות בהחזקת ילדים,1349990,
2014,C0023103846,פיתוח והכשרת כח אדם,8066,
2014,C0023103850,רכישת שירותים ממשרדי,13628,
2014,C0023103894,התכנית הלאומית לילדים,2000,
2014,C0023103896,התכנית הלאומית לילדים,4000,
2014,C0023103901,השתתפות בהחזקת ילדי,499498,
2014,C0023103941,סיוע ביצירת קשר הורים,12141,
2014,C0023103944,פעולות קהילתיות,469265,
2014,C0023103947,תוכניות קהילתיות,8338,
