budget_code,publication_id,reason,description,volume
20300443,555476,3ג,"התקשרות שנה שנייה במסגרת מכרז 4/1.2010 - ייעוץ של מהנדסים בתחום ההנדסה האזרחית עבור מינהל הפיתוח, עם מר אברהם בצרתי - מבצר מהנדסים כמהנדס יועץ למינהל הפיתוח בהיקף כולל של 300 שעות.",92394
20230443,555475,3ג,"התקשרות שנה שנייה במסגרת מכרז 4/1.2010 - ייעוץ של מהנדסים בתחום ההנדסה האזרחית עבור מינהל הפיתוח, עם מר ירון אופיר כמהנדס יועץ למינהל הפיתוח בהיקף כולל של 360 שעות.","110,872.8"
20300443,555471,3ג,"התקשרות שנה שנייה במסגרת מכרז 4/1.2010 - ייעוץ של מהנדסים בתחום ההנדסה האזרחית עבור מינהל הפיתוח, עם מר עג'אוי וואל כמהנדס יועץ למינהל הפיתוח בהיקף כולל של 150שעות.",46197
20240543,555463,5(א)(1) + 5(ג)(2),"התקשרות לצורך ייעוץ בנושא בדיקת תוכניות ייחודיות ושאלוני בחינה במינהל עסקים. אושרה הצעת ד""ר סיגלית הבר.","63,967.8"
20240543,555462,5(א)(1) + 5(ג)(2),"התקשרות לצורך ייעוץ מדעי ופדגוגי לחומרי למידה במתמטיקה לתלמידים מתקשים. אושרה הצעת ד""ר איבי מכמנדרוב לגבי שכבת הגיל היסודי וכן אושרה הצעת ד""ר אביקם גזית לשכבת הגיל חט""ב.","117,307.1"
20241639,555338,3(4)(ב)(1),"ועדת הרכישות המשרדית אישרה הארכה ללא תקציב במסגרת שנה חמישית להמשך פעילות להשלמת השכלה לאוכלוסיה הערבית במסגרת כתות תג""ת בסכנין, למסלולי הלימודים שהחלו ולא יסתיימו עד 30/9/14. ההתקשרות אושרה לפי תקנה 3(4)(ב)(1) לתח""מ.",0
20241639,555337,3(4)(ב)(1),"ועדת הרכישות המשרדית אישרה הארכה ללא תקציב במסגרת שנה חמישית להמשך פעילות להשלמת השכלה לאוכלוסיה הערבית במסגרת טרכטנברג , למסלולי הלימודים שהחלו ולא יסתיימו עד 30/9/14. ההתקשרות אושרה לפי תקנה 3(4)(ב)(1) לתח""מ.",0
20241639,555335,3(4)(ב)(1),"ועדת הרכישות המשרדית אישרה הארכה ללא תקציב במסגרת שנה חמישית להמשך פעילות להשלמת השכלה לבדואים של שנה שניה בתוכנית החומש , למסלולי הלימודים שהחלו ולא יסתיימו עד 30/9/14. ההתקשרות אושרה לפי תקנה 3(4)(ב)(1) לתח""מ.",0
20241639,555334,3(4)(ב)(1),"הוועדה אישרה הארכה במסגרת שנה חמישית ללא תוספת תקציב לביצוע המשך של פעילות להשלמת השכלה לבדואים בנגב בשנה א בתוכנית החומש, למסלולי הלימודים שהחלו ולא יסתיימו עד 30/9/14. ההתקשרות אושרה לפי תקנה 3(4)(ב)(1) לתח""מ",0
20270650,555333,3(4)(ב)(1),"הארכת התקשרות ללא תוספת תקציב לשנה החמישית מעבר לזכות ברירה, עם המרכז האוניברסיטאי אריאל בשומרון להטמעת תוכניות לימוד וחומרי למידה בתחומי הטכנולוגיה והמדעים. לפי תקנה 3(4)(ב)(1) לתח""מ.",0
20270650,555332,3(4)(ב)(1),הארכת התקשרות ללא תוספת תקציב לשנה החמישית מעבר לזכות ברירה עם המרכז האוניברסיטאי אריאל בשומרון לתכנון וסיוע למוסדות חינוך בהפעלה והטמעה פדגוגית של תוכנית התקשוב.,0
20241639,555330,3(4)(ב)(1),"הוועדה אישרה הארכה במסגרת שנה חמישית ללא תוספת תקציבלביצוע המשך של פעילות להשלמת השכלה למסלולי הלימודים שהחלו ולא יסתיימו עד 30/9/14. ההתקשרות אושרה לפי תקנה 3(4)(ב)(1) לתח""מ",0
20220451,555319,3ג,מאשרים הארכת התקשרות עם חב' נתון לאספקת שירותי אחזקה וניקיון למרכז השתלמויות בשיין,"379,395.96"
20210349,555271,3(22),"מאשרים התקשרות עם מומחה רפואי ד""ר בצלאל פרידמן לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.",1572
20210349,555270,3(22),"מאשרים התקשרות עם מומחה רפואי ד""ר בצלאל פרידמן לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.",1572
20210349,555268,3(22),מאשרים התקשרות עם מומחים רפואיים באמצעות חב' מדיטון לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.,2950
20210349,555266,3(22),מאשרים התקשרות עם מומחה רפואי פרופ' יעקב נרובאי לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.,2600
20241247,555204,3(4)(ב)(3),"הוועדה ממליצה לוועדת הפטור בחשכ""ל לאשר הרחבת התקשרות עם החברה למתנ""סים למסגרת ההתקשרות שאושרה לתקופת שנה""ל תשע""ד בהתאם לאישורה של ועדת הפטור מיום 29/9/13 פניה מס' 545074, בגין פעולות ישירות המתבצעות ע""י הרשויות במימון של 100% , בעלות של9,179,941 ₪, וזאת במסגרת דיון משותף אצל הגב' אריאלה טוקר, חשבת המשרד ואישורה לפיו ניתן אישור חד פעמי בשנה זו להפעלת סל תרבות במימון מלא של חלק מהרשויות, כך שההרחבה אינה משפיעה על חלקו של המשרד בהתקשרות. סה""כ הפעילות לסל תרבות לאחר ההרחבה: 51,",9179941
20210504,555192,3(30),"התקשרות עם חברת אי די פי מחשבים בע""מ לצורך תחזוקת רישיונות כספק יחיד לפי תקנה 3(29) לתח""מ.",2671992
20300443,555191,3(4)(ב)(2),"הארכת התקשרות עם חב' מרמנת לשנה חמישית מעבר למימוש זכות ברירה לפי תקנה 3(4)(ב)(2) להפעלה מעקב ובקרה על עבודות שיפוץ, חידוש מבנה, חלוקה מחדש ושדרוג תשתיות.","820,111.8"
20270575,555190,3(4)(ב)(2),"הארכת התקשרות עם מרמנת ארגון וניהול פרויקטים לשנה חמשית מעבר לזכות ברירה לפי תקנה 3(4)(ב)(2) לתח""מ, להפעלת תשתית ניהולית למערך המוסדות הניסויים.",1838859
20261549,555189,3(31),התקשרות עם המרכז הישראלי למצויינות בחינוך במיזם משותף 3(30) להפעלת תוכניות מצויינות 2000 לתלמידים מצטיינים במדעים ובמתמטיקה ו-על מה דע לשיפור הליכי ההוראה והלמידה בתחומי המדעים והטכנולוגיה והמתמטיקה.,2947974
20270955,555117,3ג,"הרחבת התקשרות עם עתיד - רשת מכללות טכנולוגיות בע""מ במסגרת המכרז והחוזה לשנה השנייה לפעילות חינוכית, טיפולית, הוראתית רחבה המיועדת לנוער שאינו לומד ומנותק ממערכת החינוך לפי תקנה 3ג - לתח""מ.","7,077,087.59"
20270650,555116,3ג,"הרחבת התקשרות עם אונ' אריאל בשומרון במסגרת המכרז לשנה ראשונה לבדיקת חומרי לימוד דיגיטליים תוכנות לימודיות ומערכות מתוקשבות תומכות למידה, המיועדים לשימוש במערכת החינוכית. לפי תקנה 3ג לתח""מ.",290000
20210504,555094,3(4)(ב)(3),שירותי תקשורת בתפעול מינהלת לשילוב יישומים מינהליים מתוקשבים במערכת החינוך.,3459983
20261266,555070,3ג,"הוועדה המשרדית אישרה הארכה והרחבת התקשרות במסגרת שנה רביעית במכרז להפעלת שרותי חינוך מיוחדים לילדים חולים בביתם, במסגרת מימוש זכות ברירה בהסכם שנכרת בעקבות מכרז.",2250212
20240599,555056,3ג,"ועדת הרכישות המשרדית אישרה הארכת התקשרות עם מנחם קפלן, לשנה רביעית, במסגרת מימוש זכות ברירה בהסכם שנכרת בעקבות מכרז, לניהול ופיתוח תוכן בקרת תקן בבתי""ס יסודיים וחט""ב.",462831
20210504,554986,3(29),"התקשרות עם חב' ESI למשך שנה לצורך ביצוע תחזוקה ותמיכה במוצרי LOGIST שנרכה. לפי תקנה 3(29) לתח""מ.",616370
20210504,554984,3(29),"התקשרות עם חב' ESI למשך שנה כספק יחיד,לצורך ביצוע תחזוקה ותמיכה במוצרי LOGIST שנרכשו, ותמיכה BACKOFFICE במערכת מומחה לתיעוד חוקת השכר והתקן לפי תקנה 3(29).","616,370.64"
20240591,554982,3(30),התקשרות עם הקרן לעידוד יוזמות חינוכיות במיזם משותף עם המשרד3(30) להפעלת יוזמות חינוכיות של מורים מובילים במערכת החינוך.,1250000
20220451,554970,3(4)(ב)(2),"הארכת התקשרות לשנה חמישית עם חברת איי.אס.אס. אשמרת למתן שירותי ניקיון במבנה המשרד במחוז צפון בנצרת עלית. לפי תקנה 3(4)(ב)(2). היקף התקשרות הינו 24,154 ש""ח לא כולל מע""מ היקף התקשרות חודשית.",0
20241484,554953,3(30),"התקשרות במיזם משותף 3(30) עם עמותת אחרי - נוער מוביל שינוי, להכנה והכוונה לשרות צבאי במסגרת סדנאות הכנה בבתי ספר ובמסגרת משלימה בלתי פורמלית אחר הצהריים.",2341000
20241765,554936,3(4)(ב)(3),"ועדת הרכישות המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר הארכת התקשרות עם האגודה לקידום החינוך, להפעלת תכנית לקידום יוצאי אתיופיה במערכת החינוך, במסגרת השנה החמישית (חצי שנה) ובמסגרת השנה השישית (חצי שנה) לאחר התקשרות במכרז, לתקופה 1/9/2014 עד 31/8/2015 בעלות כוללת של עד 8,583,572 ₪ (מלכ""ר ועל כן לא נדרשת תוספת מע""מ), בחלוקה לפי חודשי פעילות כמפורט בתכנית העבודה שאושרה ע""י ס/חשב רפרנטית המצ""ב, ובכפוף לתקציב הקיים בתקנה. ההתקשרות מומלצת לאישור לפי תקנה 3(4)(ב)(3) לאחר שמוצו כל זכ",8583572
201111,554894,3(22),"התקשרות עם מומחה רפואי ד""ר ויאצסלב לשינר לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.",3540
20270593,554888,3(4)(ב)(1),"ועדת הרכישות המרכזית, אישרה הארכה ללא תקציב למסגרת השנה החמישית במכרז פומבי עם חב' סייט אנד סאונד, לביצוע מחזור קטן נוסף של הכנת לוחמים לבחינות בגרות, לפי תקנה 3(4)(ב)(1) כי מדובר בהארכה בתנאים זהים להתקשרות הראשונה, מסיבות שבהן השמירה על אחידות נדרשת מטעמי חיסכון ויעילות והיא נעשית בסמוך לתקופת ההתקשרות והינה התקשרות המשך ללא עלות נוספת.",683397
20270650,554720,3ג,"הארכת התקשרות עם חברת טלדור במסגרת המכרז והחוזה למעקב ובקרה על תכניות פעולות והצטיידות מחשוב וטכנולוגיה. לפי תקנה 3ג לתח""מ.",2143664
20210875,554657,3ג,"ועדת הרכישות המשרדית אישרה הרחבת תכנית עבודה שאושרה לתקופה 1/1/14 - 31/12/14 במסגרת מכרז 12/8.13 - ביצוע בקרה על קורסים למתן גמול השתלמות לעובדים ברחבי הארץ, בסך 1,67,254 ש""ח וזאת לאחר שאושר תקציב נוסף ולאור נימוקי היחידה. ההרחבה אושרה לתקופה 2/6/14 - 31/12/14, לביצוע 600 בקרות רגילות ו - 22 בקרות עומק נוספות. האישור ניתן לפי תקנה 3ג לתח""ם מימוש זכות ברירה שכן היקף ההרחבה אינו עולה על 30%",299977
20260244,554651,3ג,"הארכת התקשרות במסגרת המכרז לשנה שנייה עם חב' סייט אנד סאונד בע""מ להפעלת מערך תומך לליווי הנחייה והפעלה של תוכניות חינוכיות בעלות אופי סוציו-פדגוגי באגף שח""ר. לפי תקנה 3ג לתח""מ.","2,200,029.8"
20241853,554650,3(4)(ב)(1),הארכת התקשרות ללא תוספת תקציב עם הסוכנות היהודית להפעלת תוכנית לקידום תחום העמיות היהודית.,0
20211243,554499,3(29),"התקשרות עם הגב' אורית ריזל ספק יחיד, למתן שירותי ייעוץ בכל הנוגע למו""מ עם ארגוני המורים בנושא הפרפורמה במערכת החינוך ושינוי מפתחות התקצוב בהתאם. לפי תקנה 3(29)",498970
20261150,554496,3(4)(ב)(3),"ועדת הפטור המשרדית ממליצה לאשר הרחבת התקשרות עם המועצה לישראל יפה במסגרת שנה חמישית, מעבר למימוש זכות ברירה, לנושא תחרות עשייה סביבתית בין בתי ספר במגזר הערבי בפריסה ארצית להטמעה במסורת שנתית וזאת במסגרת היוזמה של מנהל האגף לחינוך הערבים לקבלת תקציב נוסף לנושא.",200013
20220649,554488,3ג,"התקשרות שנה רביעית במסגרת מימוש זכות ברירה שהוגדרה במכרז 7/4.2011- ארגון והפעלת מערך בקרה בנושא בטיחות במוסדות חינוך, עם חברת אשד משאבי ניהול והנדסה בע""מ הזוכה במכרז שבנדון.",2637363
20260252,554487,3ג,"אושרה ההארכת התקשרות עם מרמנת לשנה שלישית במכרז 3/1.12 לניהול רכישת ספרי לימוד עבור בתי ספר במערכת החינוך, במסגרת האופציה הכלולה במכרז להארכה, לפי תקנה 3ג לתח""מ מימוש זכות ברירה בהסכם.",3954569
20220475,554459,3ג,אישור המשך התקשרות עם חב' מירס,143087
20241484,554446,3(29),"התקשרות עם החברה העירונית ""אריאל"" - ירושלים לפי תקנה 3(29) ספק יחיד לצורך קיום כנס נוער ארצי לציון מ""ז שנים לאיחוד ירושלים - האחר הוא אני. וזאת לאחר שפורסמה הודעה בדבר כוונת התקשרות ולא התקבלו השגות (פניה 553848),",120000
20240246,554324,3(4)(ב)(3),"ועדת המכרזים המשרדית ממליצה לאשר הארכה והרחבה להתקשרות עם משגב עורי - הפקות, להמשך ביצוע פעילויות תרבות ואמנות בשכונות במסגרת התכנית השנתית, עד תום השנה החמישית למכרז, עד 31/12/14, או עד לסיום הליכי המכרז החדש המוקדם מבין השניים, בעלות כוללת של 3,851,174.20 ש""ח, בתנאי המכרז הקיים, כמפורט בתכנית העבודה שאושרה.",3851174
210749,554291,3ג,"הארכת התקשרות עם המכללה האקדמית גליל מערבי, ללא תוספת תקציב, לנושא ""שילוב מחשבים אישיים לתלמידים ומורים בבתי הספר"". לתקופה 1.6.2014-31.12.2014.",0
20270581,554273,3ג,"אישור הרחבת התקשרות במסגרת השנה השנייה במכרז 34/10.2012 - מתן מענה טיפול רפואי ראשוני לתלמידים שנפצעו/נפגעו במוסדות חינוך, עם מגן דוד אדום לישראל, ההרחבה לאור החלטת המשד להאריך את שנת הלימודים בפעילות קיץ ""בית ספר של החופש הגדול"" לכיתות א' ב' בכל הרשויות המקומיות.",150000
20111111,554265,3(22),התקשרות למתן חוות דעת רפואית בתביעה שהוגשה נגד המשרד,4484
20260979,554197,3ג,"הוועדה אישרה הארכה הרחבה עם המרכז האוניברסיטאי אריאל בשומרון , למסגרת שנה רביעית למכרז - לשנה""ל תשע""ה. ההרחבה נדרשת עבור פעילות הספורט בבתיה""ס בהתאם להמלצת ועדת ההיגוי. ההרחבה וההארכה במסגרת מימוש זכות ברירה.",4447340
20220451,554105,3(14א)(א),מתן אישור התקשרות עם חניון כיכר ספרא למתן שירותי חנייה לעובדי המשרד ולאורחי המשרד.,235200
20240593,554089,3ג,"ועדת הרכישות של המשרד אישרה התקשרות עם בי""ס מנדל , להפעלת תכנית מנדל למנהיגות חינוכית, במיזם משותף עם המשרד, וזאת לאחר שההתקשרות הראשונה אושרה לאחר שלא התקבלו השגות להודעה שפורסמה הודעה באינטרנט בדבר והודעה כללה אופציה להארכה לתקופות נוספות בהיקף כספי דומה. ההתקשרות אושרה לפי תקנה 3ג מימוש זכות ברירה בהסכם",4000000
20210504,553987,3(30),התקשרות עם חב' אורקל לשנה לצורך קבלת חבילת סיוע שנתי בנושא מסד הנתונים Oracle לפי תקנה 3(29).,"220,814.27"
20210504,553986,3(29),התקשרות עם חב' אורקל לצורך רכישת רישונות ספק יחיד 3(29).,"645,912.81"
20271143,553984,3(4)(ב)(3),"ועדת הרכישות המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר הארכת התקשרות לשנה שישית עם חב' טלדור , מעבר לזכות ברירה שהוגדרה במכרז מס' 11/5.09 לקליטה, מיון ובדיקה של טופסי בקשה למענקים, הלוואות והחזר שכר לימוד לסטונטים במוסדות להשכלה גבוהה. ההתקשרות נדרשת למתן שירות ל כ - 30,000 סטודנטים הפונים בבקשות בנושא.",538080
20230534,553983,3(29),"התקשרות עם אוניברסיטת בר אילן כספק יחיד 3(29) לביצוע פעילות במרכז לסימולציה בחינוך הפועל בבי""ס לחינוך באוניברסיטה הכולל הגעת סטודנטים לצורך התנסות סימולטיבית ומבחני סימולציה לקבלה ללימוד תעודת הוראה.",1998000
20240591,553982,3(19)(א),התקשרות עם הסוכנות היהודית להפעלת התוכנית פותחים עתיד במגדל העמק למסגרת השנה הראשונה לפי תקנה 3(19)(א).,200000
20250547,553980,3(29),"מאשרים התקשרות עם חברת התקליטים הד ארצי להפקת חוברת רביעית בסדרת זמר לך לגיל הרך ""שירים לקטנים ולגדולים"". לפי תקנה 3(29).",56160
20261542,553926,3(29),"התקשרות בפטור ספק יחיד 3 (29) עם מתחם תרבות מדיטק חולון לביצוע ימי עיון לתלמידים מחוננים במסגרת תכנית ארצית ""במה מחוננת ליצירה בכתיבה"". זאת לאחר שפורסמה הודעה באינטרנט ולא התקבלו השגות. תקופת ההתקשרות 8.5.2014 עד 30.6.2014. היקף ההתקשרות 32,040 ש""ח. תקנה 20-26-15-42.",32040
20111111,553851,3(22),התקשרות עם מומחה רפואי לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.,9440
20111111,553850,3(22),התקשרות עם מומחה רפואי לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.,5900
20111111,553849,3(22),התקשרות עם מומחה רפואי לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.,6500
20111111,553847,3(22),אישור התקשרות עם מומחה רפואי לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.,11800
20220447,553846,3ג,מאשרים הארכת התקשרות עם מזנון לוי שמחה במסגרת המכרז לשנה הרביעית,"181,426.4"
20240576,553840,3ג,"הארכת התקשרות ללא תוספת תקציב עם האוניברסיטה העברית ירושלים בנושא: תרגום והתאמה לערבית של ספר לתלמיד בכיתה י""ב ביולוגיה חט""ע - מערכות ותהליכים באדם בצמחים ובבעלי חיים.",0
20261145,553827,3ג,"ועדת הרכישות המשרדית אישרה הארכת התקשרות עם מרכז הספר והספריות, במסגרת מימוש אופציה להארכה הכלולה בהסכם לשנה + 3 שנים נוספות, למסגרת השנה השנייה, לתפעול וריכוז פרוייקט הרכש והליווי לספריות במוסדות חינוך, בהתאם לתנאי המכרז וההסכם.",499142
20270629,553723,3ג,"הוועדה אישרה הרחבת התקשרות עם בית יציב במסגרת השנה השנייה למכרז להפעלת פרוייקטים חינוכיים, עבור הרחבת התכניות החינוכיות בתחום הסייבר.",1400010
20240551,553634,3(4)(ב)(3),"ועדת הפטור המשרדית ממליצה לועדת הפטור בחשכ""ל לאשר הרחבת התקשרות עם המכללה האקדמית יהודה ושומרון בנושא הפעלת תוכניות עבודה בנושא הדרכה לזהירות בדרכים, בהיקף כולל של 600,000 ש""ח, לתקופה 1/6/14 - 31/8/14. זאת לאחר שוועדת הפטור בחשכ""ל אישרה התקשרות לתקופה 1/10/13 - 31/8/14 (שנה שישית מעבר למימוש זכות ברירה) בעלות כוללת של 4,288,150 ש""ח - בקשה מס' 544358 (פרוטוקול מצ""ב). ההרחבה נדרשת בשל צפי לחריגה הנובע מגידול בימי הנחייה .",600000
20210504,553599,3(29),התקשרות עם חב' מיקרוסופט לשנה לצורך קבלת תמיכה במוצרי מיקרוסופט שבשימוש המשרד לפי סעיף 3(29).,"496,652.56"
20210504,553598,23(א2),מאשרים את חב' נטוויזן כזוכה במכרז הסגור. 2) מאשרים התקשרות עם חב' נטויזן לצורך שדרוג ותחזוקת מוצרי איזון עומסים לפי תקנה 23(א2).,138
20210855,553400,3ג,"הועדה המשרדית אישרה הארכת התקשרות במסגרת השנה השלישית עם חב' אם.אם.אם ייעוץ הנדסי, לתפעול ועדות שקילה תארים, במסגרת מימוש זכות ברירה בחוזה , ללא תוספת תקציב.",0
20210855,553397,3ג,"הועדה המשרדית אישרה הארכת התקשרות במסגרת התקשרות ראשנה, ללא תוספת תקציב במסגרת מימוש זכות ברירה ,לפי תקנה 3ג לתח""מ.",0
20240870,553386,3ג,"הארכת התקשרות במסגרת המכרז והחוזה עם חברת כרמל מערכות מיכלים בע""מ, לתכנון הפקה והפצה של ערכת למידה בנושא השימוש באלכוהול. ללא תוספת תקציב לפי תקנה 3ג לתח""מ.",0
20220645,553344,3(4)(ב)(3),"הועדה המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר את ההתקשרות למסגרת השנה החמישית שמעבר למימוש זכות ברירה הכלולה בחוזה במכרז 35/8.09 למתן שרותי אבטחה ושמירה במחוז חיפה והצפון , עד לסיום הליכי מכרז חדש בנושא/",518111
20220645,553316,3(4)(ב)(3),"ועדת הרכישות המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר הארכת התקשרות למתן שרותי אבטחה ושמירה במתקני המשרד במחוז דרום במסגרת שנה חמישית למכרז 35/8.09, שמעבר למימוש זכות ברירה הכלולה במכרז, עד לסיום הליכי מכרז חדש שהתפרסם בתאריך 10/4/14.",193638
20241771,553300,3(19)(א),"ועדת הרכישות המשרדית ממליצה לוועדת הפטור בחשכ""ל, לאשר הרחבת התקשרות עם הסוכנות היהודית, (למסגרת ההתקשרות שאושרה להפעלת תכנית חפציב""ה בדיון ועדת הפטור בחשכל מיום 25/8/13 - בקשה מס' 544509 בהתאם להמלצת ועדת הרכישות המשרדית מיום 4/8/13 דיון 533 - פרוטוקולים מצ""ב), לתקופה מאי - אוגוסט 2014, בהיקף של 2 מיליון ש""ח. ההרחבה נדרשת לתקצוב פנימיות של התלמידים בבתיה""ס של חפציב""ה לכיסוי הוצאות אחזקתם לרבות דיוןר, מזון, לבוש, בריאות וספרים. הנושא לא תוקצב בתכנית העבודה המקורית כי רק כעת נ",2000000
20270650,553264,3(4)(ב)(1),"הארכת התקשרות עם חברת טלדור מערכות מחשבים בע""מ, לבדיקת הצטיידות בתחומי החשוב, טכנולוגיה ומדעים בקרת תשלומים ביצוע סקרים ובדיקות שטח לבדיקת איכות התקנה וקרינה. הארכת התקשרות ללא תוספת תקציב. לפי תקנה 3(4)(ב)(1) לתח""מ.",0
20261542,553236,3(29),"אישור הארכת התקשרות בפטור ספק יחיד ללא תוספת תקציב עם מט""ח, מאחר שביצוע התקשרות לא הושלם מהסיבות המפורטות בנספח 1 בפניית היחידה מיום 24/2/14 המצ""ב.",0
210349,553234,3(22),מאשרים התקשרות עם פרופ' נמרוד רוזן לצורך קבלת דעת רפואית בתביעה שהוגשה נגד המשרד.,5000
210349,553233,3(22),התקשרות עם מומחה רפואי פרופ' נמרוד רוזן לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.,5000
210349,553229,3(22),מאשרים התקשרות עם מומחה רפואי פרופ' נמרוד רוזן לצורך קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד,5000
20271041,553178,3ג,"הוועדה המשרדית אישרה הארכת התקשרות עם חב' סיסטם במסגרת זכייתה במכרז לארגון והפעלת חוליות ביקורת ובקרה על מערך בחינות הבגרות,לשנה שנייה למכרז, לפי תקנה 3ג לתח""ם במסגרת מימוש זכות ברירה בחוזה.",2025861
20210349,553169,3(22),"התקשרות עם מומחה רפואי, ד""ר שולמית בן יצחק, לצורך מתן חוות דעת רפואית בתביעה שהוגשה נגד המשרד. סה""כ עלות 8,000 ש""ח לא כולל מע""מ. האישור ניתן לפי תקנה 3(22).",8000
20210349,553168,3(22),"התקשרות עם מומחה רפואי, פרופ' קוטלר, לצורך מתן חוות דעת רפואית בתביעה שהוגשה נגד המשרד. עלות 10,000 ש""ח לא כולל מע""מ. לפי תקנה 3(229.",10000
20210349,553166,3(22),"התקשרות עם מומחה רפואי, ד""ר אבינועם גורדין, לצורך מתן חוות דעת רפואית בתביעה שהוגשה נגד המשרד. סה""כ עלות 5,000 ש""ח כולל מע""מ. לפי תקנה 3(22).",5000
20210504,553132,3(29),"התקשרות עם חברת סיסטמטיקס עבור שדרוג ותחזוקה שנתית לרישיונות לפי תקנה 3(29) לתח""מ.","224,116.34"
20241771,553131,3(19)(א),"התקשרות עם הסוכנות היהודית לארץ ישראל להפעלת פרויקט פל""ה - פעילות למניעת התבוללות, עבור סטודנטים יהודים באוקראינה ובריסיה, לצורך הפעלת מערכת לימודית למניעת התבוללות של סטודנטים, לפי תקנה 4(19)(א) - לתח""מ.",743869
20210504,553130,3(29),התקשרות עם חב' מיקרוסופט ספק יחיד לקבלת שירותי ייעוץ ותוצרי MCS מהחברה. לפי סעיף 3(29),"3,999,955.74"
20220351,553129,3(5),"הארכת התקשרות עם מר אשר גולד למתן שירותי ייעוץ לענייני המגזר החרדי למחוז החרדי בנושאים הנדרשים לצורך המשך הקמת המחוז לפי תקנה 3(4)(ב)(2) לתח""מ.","204,187.2"
20230801,553128,3ג,הארכת התקשרות עם מכללת קיי להפעלת המרכז להשתלמויות בתחומי היהדות והדמוקרטיה באזור הדרום. לפי תקנה 3ג - מימוש זכות ברירה.,366030
20270535,552930,3ג,"הארכת התקשרות לשנה השנייה עם אוניברסיטת אריאל בשומרון במסגרת מימוש זכות ברירה. לתקופה שבין 1.9.2014-31.8.2015. בהיקף כולל של 2,186,920 ש""ח. מתקנה 20-27-05-35.",2186920
20241141,552929,3ג,"הארכת התקשרות עם מרמנת למכרז 21/8.2011, במסגרת השנה השלישית. לתקופת התקשרות שבין 1.4.2014-31.3.2015, בהיקף כולל של 709,593 כולל מע""מ.",709593
20300443,552926,3(4)(ב)(1),"הארכת התקשרות לשנה חמישית במכרז 15/5.09 , ללא תוספת תקציב לצורך קבלת שרות בנושא ביצוע בקרות שטח על הסעות תלמידים ועו""ה.",0
20241484,552915,3(2),"התקשרות עם חברת גשר לעולם לתקופה 26.3.14 ועד 3.5.14 בהיקף של עד 541.841 ₪ (431,434.43 זלוטי פולני לפי שער של 1.2 ₪ לכל זלוטי), לצורך הפעלת שירותי אבטחה ע""י מאבטחים פולנים הנדרשים וחיוניים לקיומם של המסעות של תלמידי בתי הספר בפולין בתקופה האמורה לעיל. מדובר בהתקשרות המהווה גיבוי להתקשרות הקיימת של שגרירות ישראל בפולין עם חברת אבטחה פולנית המספקת שירותי אבטחה הנדרשים וחיוניים כאמור לצורך קיומם של מסעות התלמידים בפולין. בשל שביתת עובדי משרד החוץ הודיעה השגרירות בפולין ביום 2","517,841.31"
20210349,552846,3(22),התקשרות עם מומחה רפואי,6313
20242001,552835,3ג,"ועדת הרכישות המשרדית של המשרד אישרה הארכת התקשרות עם מרמנת למסגרת השנה השנייה למכרז היקפים משתנים 26/8.12 להפעלת צוותים לשילוב אופק חדש ועוז לתמורה, בהתאם לתנאי המכרז. ההתקשרות אושרה לפי תקנה 3ג לתח""מ - מימוש זכות ברירה בהסכם שנכרת בעקבות מכרז.",5598508
2024255,552630,3(4)(ב)(3),"ועדת הרכישות המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר הרחבת התקשרות עם מכון דיוידסון, לתקופה 1/3/14 - 31/8/14 , בהיקף כולל של 996,759 ש""ח. ההרחבה הינה למסגרת ההתקשרות שאושרה בוועדת הפטור בחשכ""ל מיום 27/10/13 - בקשה מס' 546197 בהתאם להמלצת ועדת הרכישות המשרדית מיום 13/10/13 דיון 720 (פרוטוקולים מצ""ב), להפעלת תכנית פר""ח במוסדות להכשרת עובדי הוראה שאינם אקדמים (במגזר החרדי) ואשר אינם תחת פיקוח הוות""ת, לתקופה 15/10/13 - 31/8/14, בהיקף כולל של 5,701,606 ש""ח.",996759
